                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     11,                 3.2396,                 4.1416,                 2.7391,                  1.277,                0.12381,                0.08481,                0.05038,                0.01519,                0.05638,                0.07247,                0.02671,                0.00839,                 3.2074,                 4.1298,                 3.9683,                 1.2533,              0.0099822,              0.0099822,              0.0099822
                     12,                 3.2151,                  4.013,                 2.7021,                 1.2471,                0.15221,                0.07556,                0.03886,                0.01489,                0.13202,                0.06554,                0.03347,                0.00967,                 3.0622,                 3.8959,                 3.0536,                 1.2713,              0.0099802,              0.0099802,              0.0099802
                     13,                 3.2764,                 4.1003,                 2.8565,                 1.2126,                0.15575,                 0.0825,                 0.0473,                0.01746,                0.12346,                0.07211,                0.03643,                0.01156,                 3.0484,                 3.8337,                 3.2353,                  1.259,              0.0099782,              0.0099782,              0.0099782
                     14,                 3.0983,                 4.0289,                 2.6191,                  1.261,                0.09703,                0.09252,                0.03195,                0.01112,                0.09213,                0.07787,                0.02661,                 0.0082,                 3.0678,                 3.9558,                 4.7493,                 1.2891,              0.0099762,              0.0099762,              0.0099762
                     15,                 3.1164,                 3.8995,                 2.5044,                 1.2243,                0.08927,                0.07325,                0.03869,                0.01342,                0.10809,                0.08019,                0.04268,                0.01291,                 3.1404,                 4.2195,                 3.6991,                 1.2361,              0.0099743,              0.0099743,              0.0099743
                     16,                 3.1668,                 3.9434,                 2.5677,                 1.2167,                0.13031,                0.10948,                0.06207,                  0.022,                0.11126,                0.08019,                0.04566,                0.01497,                 3.0846,                 3.9026,                 4.7834,                 1.2795,              0.0099723,              0.0099723,              0.0099723
                     17,                 3.0853,                 3.9393,                 2.5292,                 1.2428,                0.15138,                0.08096,                0.05576,                0.01997,                0.11534,                0.06168,                0.03907,                0.01311,                  2.978,                 3.8196,                 3.9647,                 1.2092,              0.0099703,              0.0099703,              0.0099703
                     18,                 3.0179,                 3.8813,                 2.4452,                 1.2407,                0.16455,                0.08944,                0.05607,                0.02051,                0.10281,                0.06939,                0.03144,                0.00956,                 3.0833,                 3.9923,                 2.7328,                 1.2405,              0.0099683,              0.0099683,              0.0099683
                     19,                  2.998,                 3.9855,                  2.402,                 1.2126,                0.06831,                0.06785,                 0.0268,                0.00999,                0.05212,                0.04934,                0.01573,                0.00502,                 3.1827,                 4.0557,                 4.3428,                   1.27,              0.0099663,              0.0099663,              0.0099663
                     20,                 2.9782,                 3.8759,                 2.4002,                 1.1869,                0.16365,                0.07479,                0.04725,                0.01674,                0.14266,                0.05397,                0.03249,                0.00923,                 3.1298,                 4.0231,                  4.149,                 1.2615,              0.0099644,              0.0099644,              0.0099644
                     21,                 2.8883,                  3.772,                 2.3257,                  1.186,                0.14282,                 0.0825,                0.05105,                0.01898,                0.12363,                0.06476,                 0.0399,                0.01076,                 3.1192,                 4.0809,                 3.5883,                 1.2195,              0.0099624,              0.0099624,              0.0099624
                     22,                 2.8902,                 3.7449,                 2.2851,                  1.198,                0.14724,                0.09021,                0.05813,                0.02304,                0.10351,                0.07787,                0.04233,                 0.0143,                 2.9673,                 3.8617,                 3.3743,                 1.1711,              0.0099604,              0.0099604,              0.0099604
                     23,                 2.9106,                 3.7154,                 2.2371,                 1.1973,                0.18421,                0.08558,                0.05956,                0.02135,                0.14141,                0.08096,                0.04946,                0.01702,                 3.0059,                 3.7527,                 2.9437,                 1.2102,              0.0099584,              0.0099584,              0.0099584
                     24,                 2.8094,                 3.6587,                 2.1581,                 1.1704,                0.15318,                0.09175,                0.06191,                0.02532,                0.10636,                0.07633,                0.04123,                0.01353,                 2.9365,                 3.6504,                 3.0789,                 1.2391,              0.0099564,              0.0099564,              0.0099564
                     25,                 2.8836,                 3.6819,                   2.25,                 1.1479,                0.16264,                0.10023,                0.06692,                0.02575,                0.09884,                0.06091,                0.03356,                0.00908,                 2.9193,                  3.763,                 2.9183,                 1.1956,              0.0099545,              0.0099545,              0.0099545
                     26,                 2.8215,                 3.7473,                 2.2805,                 1.1543,                0.17185,                0.09946,                0.07745,                 0.0299,                0.11541,                0.07402,                0.04097,                0.01178,                 2.9023,                 3.6957,                 2.7116,                 1.1658,              0.0099525,              0.0099525,              0.0099525
                     27,                 2.8029,                 3.7298,                 2.2205,                 1.1664,                0.14904,                0.09792,                0.06554,                0.02572,                0.13762,                0.07941,                0.04811,                0.01381,                 2.9406,                  3.734,                 2.6407,                 1.1589,              0.0099505,              0.0099505,              0.0099505
                     28,                 2.7294,                 3.6518,                 2.1461,                 1.1249,                0.18467,                0.11257,                0.08163,                0.03077,                0.16887,                0.08173,                0.05576,                0.01541,                 2.8761,                 3.6305,                 2.4314,                 1.1617,              0.0099485,              0.0099485,              0.0099485
                     29,                 2.7489,                 3.5406,                 2.1016,                 1.1243,                0.17959,                0.10409,                0.07948,                0.03097,                0.11218,                 0.0825,                0.04422,                0.01428,                 2.9071,                 3.7464,                 2.4292,                 1.1561,              0.0099465,              0.0099465,              0.0099465
                     30,                 2.8409,                 3.5974,                  2.132,                 1.1165,                0.16739,                0.09638,                0.07145,                0.02555,                0.14731,                0.08481,                0.05357,                 0.0173,                 2.9935,                 3.7647,                 2.5492,                 1.1756,              0.0099446,              0.0099446,              0.0099446
                     31,                 2.7466,                  3.636,                 2.0798,                  1.124,                0.21408,                0.09021,                0.07512,                0.02824,                0.14287,                0.06322,                0.04227,                0.01355,                   2.98,                 3.8093,                 2.4162,                 1.1617,              0.0099426,              0.0099426,              0.0099426
                     32,                 2.7227,                 3.6115,                 2.0718,                 1.1293,                 0.2167,                0.10871,                0.09075,                0.03511,                0.17816,                 0.0825,                0.06081,                0.01718,                 2.8685,                 3.7546,                 2.3327,                 1.1503,              0.0099406,              0.0099406,              0.0099406
                     33,                 2.7682,                   3.56,                 2.0941,                 1.1058,                0.21396,                 0.1118,                0.08636,                0.03378,                0.18482,                0.08635,                0.06337,                0.01872,                 2.8275,                 3.6705,                  2.257,                 1.1315,              0.0099386,              0.0099386,              0.0099386
                     34,                 2.7077,                 3.5736,                 2.1304,                 1.0884,                 0.2232,                0.12413,                0.10135,                0.04083,                0.16963,                0.10486,                 0.0697,                0.02128,                 2.7733,                  3.577,                 2.1997,                 1.1271,              0.0099366,              0.0099366,              0.0099366
                     35,                  2.717,                 3.6383,                 2.0518,                  1.086,                0.23843,                0.10871,                0.08866,                0.03486,                0.15881,                0.09021,                0.05576,                0.01611,                 2.8396,                 3.5948,                 2.2544,                 1.1361,              0.0099347,              0.0099347,              0.0099347
                     36,                 2.6436,                 3.5601,                 2.0469,                 1.0801,                0.25373,                  0.101,                0.09009,                0.03662,                0.14505,                0.07479,                0.05166,                0.01577,                 2.8186,                  3.542,                 2.2476,                 1.1448,              0.0099327,              0.0099327,              0.0099327
                     37,                 2.6305,                 3.4915,                 1.9369,                 1.0893,                0.21119,                0.11374,                0.08571,                0.03499,                0.15639,                0.08019,                0.05198,                0.01473,                  2.835,                 3.5856,                 2.3053,                 1.1424,              0.0099307,              0.0099307,              0.0099307
                     38,                 2.6233,                 3.5842,                 1.9531,                 1.1162,                 0.2161,                0.12799,                0.09704,                0.03745,                0.17022,                0.08944,                  0.062,                 0.0174,                 2.8662,                 3.5911,                 2.2832,                 1.1361,              0.0099287,              0.0099287,              0.0099287
                     39,                 2.5735,                 3.4939,                 1.8932,                 1.0726,                 0.1994,                 0.1118,                0.08575,                0.03301,                 0.1399,                0.09021,                0.05318,                0.01779,                 2.9914,                 3.5913,                  2.372,                 1.1405,              0.0099267,              0.0099267,              0.0099267
                     40,                 2.6116,                 3.4908,                 1.9613,                 1.0787,                0.20724,                0.11951,                0.09615,                0.03801,                0.13856,                0.08635,                0.05146,                0.01656,                 2.8634,                 3.5908,                  2.474,                 1.1378,              0.0099248,              0.0099248,              0.0099248
                     41,                 2.4992,                 3.4832,                 1.8689,                 1.0686,                0.21974,                0.12182,                0.09754,                0.03888,                0.16002,                0.09638,                0.06284,                0.01733,                 2.9114,                 3.5322,                 2.3022,                 1.1554,              0.0099228,              0.0099228,              0.0099228
                     42,                 2.6463,                  3.494,                 1.9545,                 1.0575,                0.17188,                0.12645,                0.08787,                 0.0315,                0.17801,                0.10254,                0.06932,                 0.0206,                 3.0142,                 3.6747,                 2.3898,                 1.1681,              0.0099208,              0.0099208,              0.0099208
                     43,                 2.5855,                 3.5065,                 1.8721,                  1.083,                0.22281,                0.14036,                0.10747,                0.03977,                0.16817,                0.09561,                0.06344,                0.01774,                 2.8569,                  3.647,                 2.3083,                 1.1402,              0.0099188,              0.0099188,              0.0099188
                     44,                 2.5244,                 3.4577,                 1.8074,                 1.0592,                0.23801,                0.12645,                0.10277,                0.03761,                0.15441,                0.09252,                0.06072,                0.01998,                 2.8897,                 3.7653,                 2.1946,                 1.1555,              0.0099168,              0.0099168,              0.0099168
                     45,                 2.5263,                 3.4039,                 1.8246,                 1.0794,                0.24206,                 0.1303,                 0.1089,                0.04426,                0.16962,                0.10486,                0.06906,                0.01971,                 2.7588,                 3.6302,                 2.2287,                 1.1366,              0.0099149,              0.0099149,              0.0099149
                     46,                 2.4989,                  3.401,                 1.8043,                 1.0593,                0.26431,                0.12105,                0.10253,                0.04073,                0.14793,                0.08019,                0.05498,                0.01619,                 2.8431,                 3.7053,                 2.2557,                 1.1397,              0.0099129,              0.0099129,              0.0099129
                     47,                 2.4686,                 3.3767,                 1.7642,                 1.0523,                0.24853,                0.13878,                0.10732,                0.04365,                0.18916,                0.10563,                 0.0676,                 0.0197,                 2.7268,                 3.5026,                 2.2459,                 1.1328,              0.0099109,              0.0099109,              0.0099109
                     48,                 2.4289,                 3.3146,                 1.7553,                 1.0425,                0.24965,                0.13107,                0.10583,                0.04269,                0.16353,                0.09252,                0.05943,                 0.0179,                 2.7719,                 3.5833,                 2.2192,                 1.1292,              0.0099089,              0.0099089,              0.0099089
                     49,                 2.5186,                 3.3994,                 1.8062,                 1.0551,                0.23587,                0.12259,                0.09897,                0.04062,                0.16322,                0.08944,                0.05889,                0.01878,                 2.8266,                   3.54,                 2.3007,                 1.1259,              0.0099069,              0.0099069,              0.0099069
                     50,                 2.5481,                 3.3846,                 1.8545,                  1.063,                0.24495,                0.12953,                0.10857,                0.04491,                0.20424,                0.10563,                 0.0795,                0.02293,                 2.7746,                 3.5057,                 2.1951,                 1.1205,               0.009905,               0.009905,               0.009905
                     51,                 2.4167,                 3.3464,                 1.6977,                 1.0559,                0.25661,                0.12645,                0.10221,                0.04138,                0.14153,                0.09966,                0.05853,                0.01803,                 2.7671,                 3.5644,                 2.3042,                 1.1017,               0.009903,               0.009903,               0.009903
                     52,                 2.4606,                 3.3899,                 1.7082,                 1.0462,                0.25765,                0.13261,                0.10944,                 0.0452,                0.12365,                0.09869,                0.05589,                 0.0167,                 2.7756,                 3.5594,                 2.2167,                 1.1097,               0.009901,               0.009901,               0.009901
                     53,                 2.4309,                 3.2664,                 1.7359,                 1.0373,                0.25909,                0.13955,                0.11634,                0.04679,                0.16695,                0.09869,                0.06442,                0.02123,                 2.7487,                 3.4933,                 2.1766,                 1.1079,               0.009899,               0.009899,               0.009899
                     54,                 2.3211,                 3.3534,                 1.6142,                 1.0312,                0.21878,                0.12413,                0.10262,                0.03739,                0.13306,                0.08404,                 0.0527,                0.01603,                 2.9447,                 3.6436,                 2.2707,                 1.1357,               0.009897,               0.009897,               0.009897
                     55,                 2.3889,                 3.2633,                 1.7062,                  1.042,                0.22133,                0.13338,                0.10974,                0.04198,                0.13977,                 0.1064,                 0.0646,                0.02102,                 2.8349,                  3.512,                 2.2321,                 1.1305,              0.0098951,              0.0098951,              0.0098951
                     56,                  2.365,                 3.2676,                 1.6605,                 1.0554,                0.23208,                0.13955,                 0.1121,                0.04538,                0.14654,                0.10409,                0.06619,                0.01927,                  2.755,                 3.4153,                 2.2411,                 1.1258,              0.0098931,              0.0098931,              0.0098931
                     57,                  2.328,                  3.236,                 1.5917,                 1.0358,                0.23385,                0.12028,                0.10434,                0.04054,                0.14428,                0.10794,                0.07239,                0.02094,                 2.7798,                   3.45,                 2.2401,                 1.1294,              0.0098911,              0.0098911,              0.0098911
                     58,                 2.3068,                 3.2746,                 1.6123,                 1.0269,                0.26101,                0.13184,                0.11289,                0.04578,                0.18877,                0.10409,                0.07506,                0.02484,                 2.7647,                 3.4996,                 2.2865,                 1.1272,              0.0098891,              0.0098891,              0.0098891
                     59,                 2.3923,                  3.276,                 1.6616,                 1.0355,                0.25664,                0.13261,                 0.1039,                0.03929,                0.15156,                0.09715,                0.05418,                0.01676,                 2.8636,                 3.5253,                 2.2847,                  1.133,              0.0098871,              0.0098871,              0.0098871
                     60,                 2.4364,                 3.2846,                 1.6506,                 1.0249,                0.23589,                0.13639,                 0.1123,                0.04701,                 0.1595,                0.09869,                0.07077,                0.02248,                 2.7793,                 3.4776,                 2.2586,                  1.127,              0.0098852,              0.0098852,              0.0098852
                     61,                 2.3366,                 3.2295,                 1.5906,                 1.0083,                0.27763,                0.12876,                0.11116,                0.04474,                0.16895,                0.08944,                0.07009,                0.02259,                  2.782,                 3.4769,                 2.3251,                 1.1208,              0.0098832,              0.0098832,              0.0098832
                     62,                 2.2591,                 3.1329,                 1.5171,                 1.0128,                0.20528,                0.12686,                0.10294,                0.03928,                0.09283,                0.07787,                0.04389,                0.01541,                 2.9129,                 3.5605,                 2.3199,                 1.1383,              0.0098812,              0.0098812,              0.0098812
                     63,                 2.2851,                 3.1412,                 1.5644,                 1.0061,                 0.2492,                0.12722,                0.10562,                0.04136,                0.14035,                0.09252,                0.05351,                0.01633,                 2.8224,                   3.53,                 2.2432,                 1.1232,              0.0098792,              0.0098792,              0.0098792
                     64,                 2.3038,                 3.2034,                 1.6017,                 1.0177,                0.27059,                0.13338,                0.11403,                0.04774,                0.18173,                0.09483,                0.06614,                0.02075,                 2.7803,                 3.4847,                 2.2547,                 1.1215,              0.0098772,              0.0098772,              0.0098772
                     65,                 2.2417,                 3.1237,                  1.483,                   1.01,                0.25649,                 0.1249,                 0.1096,                0.04585,                0.17244,                0.09483,                 0.0642,                0.02001,                 2.7578,                 3.4931,                 2.3595,                 1.1151,              0.0098753,              0.0098753,              0.0098753
                     66,                 2.2819,                 3.1198,                 1.5607,                0.99936,                0.29053,                 0.1303,                0.11664,                0.04669,                0.17599,                0.10045,                0.06654,                0.02139,                 2.7596,                 3.5089,                 2.4012,                 1.1029,              0.0098733,              0.0098733,              0.0098733
                     67,                   2.29,                 3.0945,                 1.5334,                0.99659,                0.21618,                0.12953,                0.10266,                0.03814,                0.15309,                 0.0825,                0.05614,                0.01743,                 2.9069,                 3.6425,                 2.2297,                 1.1146,              0.0098713,              0.0098713,              0.0098713
                     68,                 2.2589,                 3.1475,                  1.544,                 1.0049,                0.25689,                0.13646,                0.11512,                0.04768,                0.17535,                0.09792,                 0.0629,                0.01985,                 2.7766,                 3.4952,                 2.2356,                  1.105,              0.0098693,              0.0098693,              0.0098693
                     69,                 2.2264,                 3.1703,                  1.497,                0.99595,                0.29225,                0.12413,                0.11426,                0.04753,                0.15657,                0.08173,                0.05784,                  0.017,                  2.815,                  3.514,                 2.2422,                 1.1161,              0.0098673,              0.0098673,              0.0098673
                     70,                 2.2409,                  3.126,                 1.5095,                0.99549,                0.24938,                0.11655,                 0.1102,                0.04513,                0.19341,                0.09329,                0.06957,                0.02205,                 2.8054,                 3.5515,                 2.2119,                 1.1239,              0.0098654,              0.0098654,              0.0098654
                     71,                 2.2637,                 3.1361,                 1.5503,                0.99067,                0.25641,                0.12413,                0.11117,                0.04626,                0.17251,                0.08404,                 0.0531,                0.01633,                 2.8286,                    3.7,                  2.176,                 1.1191,              0.0098634,              0.0098634,              0.0098634
                     72,                 2.1394,                 3.0333,                 1.4074,                0.98688,                  0.241,                0.13724,                0.10993,                0.04532,                0.18982,                0.10023,                0.07028,                0.02068,                 2.8414,                 3.6423,                 2.2267,                 1.1259,              0.0098614,              0.0098614,              0.0098614
                     73,                 2.2315,                 3.0632,                  1.483,                0.98716,                0.25602,                0.12953,                0.11282,                0.04458,                0.17906,                0.09252,                0.06919,                0.02098,                 2.8941,                 3.6544,                 2.1822,                 1.1176,              0.0098594,              0.0098594,              0.0098594
                     74,                 2.1274,                 3.0681,                 1.3978,                0.98575,                0.24686,                0.12645,                0.10594,                0.04205,                0.16931,                0.09406,                0.06064,                0.01757,                 2.8764,                 3.6555,                 2.2256,                 1.1138,              0.0098574,              0.0098574,              0.0098574
                     75,                 2.2117,                 3.0974,                 1.4754,                0.97727,                0.23739,                 0.1357,                0.10212,                 0.0414,                0.13571,                0.09329,                0.05755,                0.01739,                 2.8223,                 3.6434,                 2.2963,                 1.1279,              0.0098555,              0.0098555,              0.0098555
                     76,                 2.1763,                 3.0607,                 1.4489,                0.96923,                0.26807,                0.13955,                0.11207,                0.04497,                0.16861,                0.08867,                0.05949,                0.01794,                 2.8489,                 3.5724,                 2.1747,                 1.1218,              0.0098535,              0.0098535,              0.0098535
                     77,                 2.1781,                 3.0747,                  1.416,                0.98404,                0.26348,                0.13493,                0.11501,                0.04676,                0.14548,                0.09252,                0.06255,                0.01845,                 2.8648,                 3.6106,                 2.1997,                 1.1203,              0.0098515,              0.0098515,              0.0098515
                     78,                 2.1867,                 3.1455,                 1.4289,                 0.9784,                0.27146,                0.14278,                 0.1191,                0.04695,                0.16411,                0.09329,                0.06327,                0.02093,                 2.8409,                 3.6415,                 2.1751,                  1.111,              0.0098495,              0.0098495,              0.0098495
                     79,                 2.1418,                 3.0862,                 1.4181,                0.98974,                 0.2828,                0.14264,                0.12673,                0.05062,                 0.1727,                0.10188,                0.07388,                0.02067,                 2.7298,                 3.5721,                 2.1385,                 1.1085,              0.0098475,              0.0098475,              0.0098475
                     80,                 2.1861,                  3.094,                 1.4166,                 0.9719,                0.27899,                0.14341,                0.12527,                0.05341,                0.17787,                0.09715,                 0.0675,                0.01954,                 2.7104,                 3.4906,                 2.0972,                 1.1012,              0.0098456,              0.0098456,              0.0098456
                     81,                 2.1063,                 3.0082,                 1.3844,                 0.9878,                0.27524,                0.14958,                0.12821,                0.05317,                0.15152,                  0.101,                0.06955,                0.02161,                 2.7181,                 3.5086,                 2.1255,                 1.1066,              0.0098436,              0.0098436,              0.0098436
                     82,                  2.179,                 3.0796,                 1.4449,                0.97501,                0.28329,                0.13801,                0.12097,                0.05099,                0.16388,                0.09329,                0.07178,                0.02175,                 2.7259,                 3.4533,                 2.1597,                 1.0963,              0.0098416,              0.0098416,              0.0098416
                     83,                 2.1107,                 2.9887,                 1.3719,                0.97136,                0.28531,                0.13878,                0.12412,                0.05485,                0.18599,                0.10332,                0.07559,                0.02602,                 2.7525,                 3.4306,                 2.1576,                 1.1036,              0.0098396,              0.0098396,              0.0098396
                     84,                 2.2092,                 2.9798,                 1.4086,                0.97305,                0.23015,                0.13184,                0.11572,                 0.0496,                0.18816,                0.09946,                0.06773,                0.02233,                 2.8056,                 3.4748,                  2.245,                 1.1026,              0.0098376,              0.0098376,              0.0098376
                     85,                  2.107,                 2.9705,                 1.3815,                0.97217,                0.28229,                0.12876,                0.11962,                0.04901,                0.19336,                0.09638,                0.06971,                0.02172,                 2.8064,                 3.4482,                 2.2441,                 1.1057,              0.0098357,              0.0098357,              0.0098357
                     86,                 2.1571,                 2.9032,                 1.3478,                0.95948,                0.27575,                0.12336,                0.11253,                0.04662,                0.20231,                0.08867,                0.06938,                0.02062,                 2.7891,                 3.5576,                 2.2403,                  1.105,              0.0098337,              0.0098337,              0.0098337
                     87,                  2.089,                 2.9312,                 1.3574,                 0.9632,                0.29925,                 0.1303,                0.11678,                0.04684,                0.19175,                0.08173,                0.05965,                0.01761,                 2.7623,                 3.5418,                 2.2713,                 1.0938,              0.0098317,              0.0098317,              0.0098317
                     88,                 2.0107,                  2.883,                 1.3115,                0.96428,                0.37082,                0.12028,                0.12508,                0.05439,                 0.1876,                 0.1064,                0.07727,                0.02576,                 2.6853,                 3.4539,                 2.1788,                 1.0904,              0.0098297,              0.0098297,              0.0098297
                     89,                 2.0493,                 3.0856,                 1.3142,                0.97126,                0.28513,                 0.1303,                0.12281,                0.05138,                0.18032,                0.10948,                0.07242,                0.02431,                 2.7011,                 3.4471,                 2.1856,                 1.0934,              0.0098277,              0.0098277,              0.0098277
                     90,                 2.0209,                 2.8997,                 1.2961,                0.95781,                0.27696,                0.14495,                 0.1288,                0.05397,                0.22491,                0.11334,                0.08764,                0.02812,                 2.6691,                 3.4023,                 2.1219,                 1.1013,              0.0098258,              0.0098258,              0.0098258
                     91,                  2.129,                 2.9949,                 1.3542,                 0.9577,                0.29753,                0.14271,                0.12675,                  0.053,                0.18749,                0.09946,                 0.0673,                0.01894,                 2.7254,                 3.4441,                 2.1435,                 1.1071,              0.0098238,              0.0098238,              0.0098238
                     92,                 2.0037,                  2.869,                 1.2464,                0.96854,                0.34325,                0.13416,                0.13427,                0.05469,                0.25982,                0.10409,                0.08621,                0.02652,                 2.6555,                 3.3957,                 2.1501,                 1.0962,              0.0098218,              0.0098218,              0.0098218
                     93,                 2.0506,                 2.8722,                 1.2634,                0.96459,                0.32645,                0.12876,                 0.1298,                0.05316,                0.22733,                  0.101,                0.08705,                 0.0266,                 2.6781,                 3.4354,                 2.1709,                 1.0963,              0.0098198,              0.0098198,              0.0098198
