                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    429,                 1.3353,                 1.9059,                0.69674,                0.83255,                0.41271,                0.17039,                0.18071,                0.08075,                0.31042,                0.12105,                0.11203,                0.03334,                 2.4718,                 3.3186,                 2.1489,                 1.0241,              0.0091545,              0.0091545,              0.0091545
                    430,                 1.3769,                 1.8285,                0.71004,                0.83398,                0.42527,                0.18273,                0.19357,                0.08498,                0.28172,                0.12105,                0.10899,                0.03399,                  2.422,                 3.3718,                 2.1326,                 1.0223,              0.0091526,              0.0091526,              0.0091526
                    431,                 1.2905,                 1.8727,                0.67174,                 0.8432,                0.45555,                0.16966,                0.18877,                0.08514,                 0.2761,                0.12028,                 0.1126,                0.03343,                 2.4259,                 3.2925,                 2.1272,                 1.0203,              0.0091506,              0.0091506,              0.0091506
                    432,                 1.3537,                 1.9537,                0.70341,                0.83141,                0.47087,                0.17116,                0.18924,                0.08784,                 0.3024,                0.12567,                0.12253,                0.03768,                 2.4486,                 3.3336,                 2.1467,                 1.0178,              0.0091486,              0.0091486,              0.0091486
                    433,                 1.3466,                 1.8683,                0.69711,                0.82994,                0.43969,                0.16638,                 0.1825,                0.08441,                0.31187,                0.12722,                0.12095,                0.03847,                 2.4521,                 3.3022,                 2.2154,                 1.0192,              0.0091466,              0.0091466,              0.0091466
                    434,                 1.4088,                  1.874,                0.72576,                0.83915,                0.45967,                0.16201,                0.17802,                0.08264,                 0.3529,                0.11488,                0.11158,                0.03532,                 2.4579,                 3.3254,                 2.2254,                 1.0261,              0.0091446,              0.0091446,              0.0091446
                    435,                 1.3528,                 1.9634,                0.70843,                0.84384,                0.45342,                0.16808,                0.18797,                0.08736,                0.34561,                0.12105,                0.12053,                0.03692,                 2.4219,                 3.2408,                 2.2096,                 1.0305,              0.0091427,              0.0091427,              0.0091427
                    436,                 1.3749,                 1.8803,                0.70808,                0.83195,                0.48842,                0.16345,                0.19206,                 0.0875,                0.32924,                0.12259,                0.11836,                0.03619,                 2.4092,                 3.2267,                 2.1659,                 1.0296,              0.0091407,              0.0091407,              0.0091407
                    437,                 1.2901,                 1.8318,                0.66956,                0.84241,                 0.4307,                0.17194,                0.19154,                0.08688,                0.30709,                0.12259,                0.11395,                0.03453,                  2.406,                 3.2361,                 2.1419,                 1.0263,              0.0091387,              0.0091387,              0.0091387
                    438,                 1.3291,                 1.9523,                0.69526,                0.83286,                0.48359,                0.16808,                0.19794,                0.08938,                0.25706,                0.13184,                0.11685,                0.03499,                 2.4085,                 3.2663,                 2.1473,                 1.0402,              0.0091367,              0.0091367,              0.0091367
                    439,                 1.2721,                 1.8267,                 0.6633,                0.83328,                0.42655,                0.18196,                0.19855,                0.09075,                0.26665,                0.12645,                0.10724,                0.03293,                 2.4133,                 3.3441,                 2.2186,                 1.0445,              0.0091347,              0.0091347,              0.0091347
                    440,                   1.34,                 1.8988,                0.69028,                0.83597,                0.41952,                0.18581,                0.19908,                0.09347,                0.27963,                0.12799,                0.11358,                0.03693,                 2.4035,                 3.3326,                   2.26,                 1.0435,              0.0091328,              0.0091328,              0.0091328
                    441,                 1.3563,                 1.9005,                0.69832,                0.83375,                0.43414,                0.18504,                0.20414,                0.09684,                0.28942,                0.13647,                0.12306,                0.04237,                 2.3578,                 3.3151,                 2.2081,                 1.0233,              0.0091308,              0.0091308,              0.0091308
                    442,                 1.3201,                 1.8451,                 0.6906,                0.83661,                0.47228,                0.18119,                0.20447,                0.09889,                0.31174,                0.13338,                0.12515,                0.04372,                  2.353,                 3.2905,                 2.2911,                 1.0364,              0.0091288,              0.0091288,              0.0091288
                    443,                 1.2986,                 1.7972,                0.67422,                0.83271,                0.45739,                0.16962,                0.19484,                0.09587,                0.31948,                0.11796,                0.11894,                0.03932,                 2.3743,                 3.2444,                 2.3262,                 1.0258,              0.0091268,              0.0091268,              0.0091268
                    444,                 1.3948,                 1.9006,                  0.706,                0.83477,                 0.4368,                0.17425,                0.19857,                0.09685,                0.29574,                0.12722,                0.12973,                0.04329,                 2.3634,                 3.3031,                 2.3312,                 1.0374,              0.0091248,              0.0091248,              0.0091248
                    445,                 1.2999,                  1.857,                0.66895,                0.83324,                0.48052,                0.17194,                0.20176,                0.09678,                0.36209,                0.12722,                 0.1428,                 0.0461,                 2.3418,                  3.254,                 2.3132,                 1.0246,              0.0091229,              0.0091229,              0.0091229
                    446,                 1.3241,                 1.8665,                0.68982,                0.83144,                0.49181,                0.17579,                0.19941,                0.09337,                0.29884,                0.12336,                0.12874,                0.04018,                 2.4046,                 3.2715,                 2.3507,                 1.0294,              0.0091209,              0.0091209,              0.0091209
                    447,                 1.3001,                 1.8684,                0.66945,                0.83309,                0.46808,                0.16758,                0.19769,                0.08997,                 0.3125,                0.11565,                0.12211,                0.04028,                 2.4477,                 3.2609,                 2.4685,                 1.0359,              0.0091189,              0.0091189,              0.0091189
                    448,                 1.3544,                   1.87,                0.69707,                0.83492,                0.49107,                0.17271,                0.19836,                0.09041,                 0.3481,                0.11488,                0.12627,                0.04154,                  2.461,                 3.2433,                 2.4412,                 1.0358,              0.0091169,              0.0091169,              0.0091169
                    449,                  1.319,                 1.8522,                0.68484,                0.83452,                0.51057,                 0.1673,                0.19302,                0.08968,                0.37256,                0.11719,                0.12778,                0.04212,                 2.4337,                 3.2706,                 2.3845,                 1.0299,              0.0091149,              0.0091149,              0.0091149
                    450,                  1.309,                 1.8834,                0.67543,                0.83127,                0.46852,                0.16962,                0.19196,                 0.0899,                0.34091,                0.12413,                0.12343,                0.04242,                 2.4273,                 3.3005,                 2.3073,                 1.0282,               0.009113,               0.009113,               0.009113
                    451,                 1.3174,                 1.7844,                0.67798,                 0.8297,                0.44068,                0.17039,                0.19209,                0.08658,                0.32048,                0.12182,                0.12381,                0.04031,                 2.4855,                 3.3173,                   2.32,                 1.0449,               0.009111,               0.009111,               0.009111
                    452,                 1.3473,                 1.8749,                0.69073,                0.82769,                0.47477,                0.17348,                0.19598,                  0.088,                0.35861,                0.11719,                0.12284,                 0.0388,                 2.4793,                 3.2472,                 2.3786,                 1.0518,               0.009109,               0.009109,               0.009109
                    453,                 1.2871,                 1.7915,                0.67773,                0.82812,                0.46007,                0.17344,                0.19583,                0.08731,                0.33585,                0.12336,                0.12569,                0.03688,                 2.5055,                 3.2715,                 2.3597,                 1.0551,               0.009107,               0.009107,               0.009107
                    454,                  1.296,                 1.8112,                0.65928,                 0.8357,                0.43429,                0.17579,                 0.1918,                0.08471,                0.32479,                0.12413,                0.11553,                0.03452,                 2.5104,                 3.2579,                 2.2591,                 1.0539,               0.009105,               0.009105,               0.009105
                    455,                 1.3206,                 1.7877,                0.66823,                0.83604,                0.44218,                0.18042,                0.18796,                  0.082,                0.29864,                0.11796,                0.10603,                0.03245,                 2.5446,                 3.2624,                 2.2473,                 1.0464,              0.0091031,              0.0091031,              0.0091031
                    456,                 1.3659,                 1.8644,                0.69666,                0.83444,                0.43636,                 0.1719,                 0.1848,                0.08144,                0.28255,                0.12336,                0.10884,                0.03238,                 2.5396,                 3.2328,                 2.2692,                 1.0483,              0.0091011,              0.0091011,              0.0091011
                    457,                 1.3327,                 1.8385,                0.69175,                0.83063,                0.44007,                0.17116,                0.18945,                0.08812,                0.30144,                0.12336,                0.11641,                0.03586,                 2.5032,                 3.2378,                 2.3305,                 1.0455,              0.0090991,              0.0090991,              0.0090991
                    458,                  1.267,                 1.7861,                 0.6506,                0.83301,                0.45558,                0.17039,                 0.1856,                0.08504,                0.30388,                0.11565,                 0.1128,                0.03621,                 2.5168,                 3.2717,                 2.3921,                 1.0399,              0.0090971,              0.0090971,              0.0090971
                    459,                  1.344,                 1.8378,                0.69636,                0.82654,                0.43235,                0.17965,                0.19118,                 0.0902,                0.27923,                0.12182,                0.11406,                0.03749,                 2.4522,                 3.3248,                 2.3468,                 1.0369,              0.0090951,              0.0090951,              0.0090951
                    460,                 1.2893,                 1.7667,                0.66756,                0.82885,                0.44341,                0.18119,                0.19743,                0.09184,                0.30887,                0.12953,                0.12289,                0.04065,                 2.4127,                 3.3474,                 2.2656,                 1.0284,              0.0090932,              0.0090932,              0.0090932
                    461,                 1.2822,                 1.8076,                0.66695,                0.83429,                0.42701,                 0.1835,                0.19822,                0.09158,                0.29872,                 0.1303,                0.12362,                0.04117,                 2.4059,                 3.3423,                 2.2431,                  1.026,              0.0090912,              0.0090912,              0.0090912
                    462,                  1.318,                 1.8568,                0.67575,                0.83292,                0.42613,                0.18119,                0.19634,                0.09207,                0.30473,                0.13416,                0.12782,                0.04028,                 2.3959,                 3.3125,                 2.2591,                 1.0242,              0.0090892,              0.0090892,              0.0090892
                    463,                 1.3364,                 1.8335,                0.67372,                0.82572,                0.42509,                0.18273,                0.19587,                0.08849,                0.32728,                 0.1303,                0.12468,                 0.0379,                 2.4443,                 3.4193,                 2.3181,                 1.0282,              0.0090872,              0.0090872,              0.0090872
                    464,                 1.3541,                 1.8965,                0.69113,                0.82894,                0.40749,                0.18042,                0.19472,                0.08689,                0.31022,                0.12567,                0.11209,                0.03538,                 2.4614,                 3.3792,                 2.3077,                 1.0312,              0.0090852,              0.0090852,              0.0090852
                    465,                  1.296,                 1.7804,                0.66672,                0.83016,                0.41939,                0.17194,                0.19222,                0.08381,                0.29649,                0.12799,                0.11327,                0.03477,                 2.4657,                  3.384,                 2.2906,                 1.0281,              0.0090833,              0.0090833,              0.0090833
                    466,                  1.317,                 1.8446,                0.68113,                0.82801,                 0.5017,                0.16037,                0.18494,                0.08207,                0.28342,                0.12107,                0.11105,                0.03639,                 2.4536,                 3.5614,                 2.2227,                 1.0256,              0.0090813,              0.0090813,              0.0090813
                    467,                 1.2891,                 1.8357,                0.66821,                0.83695,                0.40146,                0.17039,                0.17556,                0.07787,                0.30085,                 0.1118,                0.10145,                0.03254,                 2.5264,                 3.5722,                 2.1957,                 1.0433,              0.0090793,              0.0090793,              0.0090793
                    468,                 1.2833,                 1.8391,                0.66334,                0.83015,                0.45552,                0.16577,                0.17458,                0.07952,                0.32013,                0.11103,                0.10536,                0.03443,                 2.5574,                 3.6742,                 2.1735,                 1.0391,              0.0090773,              0.0090773,              0.0090773
                    469,                 1.3091,                 1.7609,                0.66522,                0.82785,                0.50087,                0.16114,                0.18131,                0.08279,                0.34093,                0.10948,                0.10701,                0.03608,                   2.51,                 3.6613,                 2.2095,                  1.034,              0.0090753,              0.0090753,              0.0090753
                    470,                 1.3129,                 1.8717,                0.67698,                 0.8258,                0.46273,                0.17656,                0.18997,                0.08724,                0.31522,                0.12028,                0.11345,                0.03543,                 2.4789,                 3.5881,                 2.2292,                 1.0282,              0.0090734,              0.0090734,              0.0090734
                    471,                 1.3066,                 1.8495,                0.68178,                0.83299,                0.43623,                0.19449,                0.20431,                0.09549,                0.31537,                 0.1357,                0.12399,                0.04079,                 2.4024,                  3.413,                 2.2345,                 1.0245,              0.0090714,              0.0090714,              0.0090714
                    472,                 1.3194,                 1.8006,                0.67762,                0.82866,                0.43589,                0.18119,                0.19157,                0.08913,                0.32862,                0.12182,                0.12201,                0.03713,                 2.4902,                 3.5134,                 2.2121,                 1.0336,              0.0090694,              0.0090694,              0.0090694
                    473,                 1.3321,                 1.8695,                0.68523,                0.83104,                0.42649,                0.17965,                0.19523,                0.09143,                0.28659,                0.12567,                0.12043,                0.03888,                 2.4475,                 3.4821,                 2.1572,                 1.0288,              0.0090674,              0.0090674,              0.0090674
                    474,                 1.2697,                  1.788,                0.64932,                0.83109,                0.46711,                0.17887,                0.20309,                 0.0956,                 0.4067,                0.11719,                0.12816,                0.04134,                 2.3929,                 3.3914,                 2.1591,                 1.0304,              0.0090654,              0.0090654,              0.0090654
                    475,                 1.2409,                  1.765,                0.64057,                0.82329,                0.46071,                0.16664,                 0.1927,                0.09059,                0.31738,                0.12722,                0.12379,                0.03808,                 2.4261,                 3.3443,                 2.1267,                 1.0283,              0.0090635,              0.0090635,              0.0090635
                    476,                 1.2744,                  1.818,                 0.6538,                0.82767,                0.43245,                0.16345,                0.18639,                0.09004,                0.29599,                0.12953,                0.11892,                0.03698,                 2.4179,                 3.3291,                 2.1644,                 1.0311,              0.0090615,              0.0090615,              0.0090615
                    477,                 1.3109,                 1.8235,                0.67071,                0.82385,                  0.411,                0.16808,                0.18467,                0.08966,                0.28731,                0.12722,                0.11846,                0.03706,                  2.437,                 3.3281,                 2.2202,                  1.031,              0.0090595,              0.0090595,              0.0090595
                    478,                 1.3085,                 1.8815,                0.67532,                0.82294,                0.43106,                0.16808,                0.18496,                0.08787,                 0.2837,                0.13261,                0.12282,                0.03735,                 2.4562,                 3.3161,                 2.2382,                 1.0285,              0.0090575,              0.0090575,              0.0090575
                    479,                 1.3024,                 1.8089,                0.67659,                0.82788,                0.44096,                0.16654,                0.19119,                0.08847,                0.31073,                 0.1249,                0.12135,                0.03711,                 2.4179,                 3.3032,                 2.2835,                  1.016,              0.0090555,              0.0090555,              0.0090555
                    480,                 1.2874,                 1.7678,                0.65729,                0.83226,                0.43594,                0.16731,                0.19281,                0.09202,                0.30723,                0.12259,                0.12144,                0.03994,                 2.4148,                 3.3106,                 2.3483,                 1.0161,              0.0090536,              0.0090536,              0.0090536
                    481,                 1.2978,                 1.7748,                0.66507,                0.83571,                0.41897,                0.17194,                0.19103,                0.09199,                0.28859,                0.11951,                 0.1149,                0.04021,                 2.3842,                 3.2681,                 2.3298,                 1.0074,              0.0090516,              0.0090516,              0.0090516
                    482,                 1.2313,                 1.7708,                0.64381,                0.82541,                 0.4408,                0.17348,                0.19263,                0.09005,                0.29721,                0.12336,                 0.1149,                0.03829,                 2.3768,                 3.2314,                 2.3354,                 1.0063,              0.0090496,              0.0090496,              0.0090496
                    483,                 1.3006,                  1.766,                 0.6717,                0.83119,                0.44142,                  0.165,                0.18481,                 0.0866,                0.29501,                0.11719,                0.10779,                0.03588,                 2.3785,                 3.2351,                 2.3569,                  1.009,              0.0090476,              0.0090476,              0.0090476
                    484,                 1.2634,                 1.8513,                0.64447,                0.82747,                0.44155,                0.17194,                0.18428,                0.08728,                0.30697,                0.12259,                 0.1128,                0.03933,                 2.3552,                 3.2779,                 2.3882,                 1.0094,              0.0090456,              0.0090456,              0.0090456
                    485,                 1.3264,                 1.7832,                0.67071,                0.82844,                 0.4278,                0.16544,                0.18191,                0.08738,                0.30127,                0.12028,                0.11305,                0.03864,                 2.4001,                  3.303,                 2.4076,                 1.0172,              0.0090437,              0.0090437,              0.0090437
                    486,                 1.3006,                 1.8831,                0.67973,                0.82788,                0.41357,                0.16037,                0.17652,                0.08267,                0.28552,                0.11334,                0.10842,                 0.0371,                 2.4407,                 3.3373,                 2.4478,                 1.0269,              0.0090417,              0.0090417,              0.0090417
                    487,                 1.2914,                 1.8293,                0.67349,                0.83266,                0.44866,                  0.165,                0.18111,                0.08753,                0.27104,                0.11719,                0.10973,                0.03585,                 2.4312,                 3.3631,                 2.3096,                 1.0174,              0.0090397,              0.0090397,              0.0090397
                    488,                 1.2863,                 1.7921,                0.65912,                0.82177,                 0.5089,                0.15343,                0.18137,                0.08822,                0.29346,                0.12105,                0.11537,                0.03775,                 2.4162,                 3.3666,                 2.3151,                 1.0211,              0.0090377,              0.0090377,              0.0090377
                    489,                 1.2214,                 1.7975,                 0.6314,                0.82996,                0.55693,                0.14726,                0.17845,                0.08594,                0.31662,                0.10717,                0.10809,                0.03406,                 2.4279,                 3.3911,                 2.3875,                 1.0191,              0.0090357,              0.0090357,              0.0090357
                    490,                 1.3159,                 1.7984,                0.66791,                 0.8286,                0.44813,                0.15574,                0.17615,                0.08328,                0.30699,                0.11544,                 0.1045,                0.03235,                 2.4525,                 3.4558,                 2.4038,                 1.0256,              0.0090338,              0.0090338,              0.0090338
                    491,                 1.2825,                 1.8085,                0.65659,                0.82963,                0.42185,                0.16654,                0.18297,                0.08453,                0.32382,                0.11257,                0.10818,                0.03428,                 2.4605,                   3.41,                  2.423,                 1.0265,              0.0090318,              0.0090318,              0.0090318
                    492,                 1.2785,                 1.7982,                0.65315,                 0.8346,                0.44842,                0.17271,                0.19384,                0.09068,                 0.3239,                0.11488,                0.11249,                0.03733,                 2.4132,                 3.3387,                 2.3857,                 1.0164,              0.0090298,              0.0090298,              0.0090298
                    493,                 1.2975,                 1.8242,                0.65835,                0.82832,                0.45194,                0.17348,                0.19541,                0.09363,                0.29048,                0.11932,                0.11715,                0.03871,                 2.3826,                 3.2999,                 2.3333,                 1.0142,              0.0090278,              0.0090278,              0.0090278
                    494,                 1.2621,                 1.8117,                0.64811,                0.82791,                0.44373,                0.16731,                0.18886,                0.08998,                0.27664,                0.12182,                0.11834,                0.03676,                 2.4307,                 3.2677,                 2.3384,                 1.0246,              0.0090258,              0.0090258,              0.0090258
                    495,                 1.3017,                 1.8894,                0.65348,                0.81944,                0.41646,                0.16398,                0.17449,                0.08237,                0.24769,                0.11411,                0.09918,                0.03268,                 2.4663,                 3.3412,                 2.3011,                 1.0238,              0.0090239,              0.0090239,              0.0090239
                    496,                 1.3215,                 1.8009,                0.68111,                0.82679,                0.43619,                0.17348,                0.19034,                 0.0877,                0.27568,                0.12105,                0.10701,                0.03713,                 2.4083,                  3.329,                 2.3705,                 1.0197,              0.0090219,              0.0090219,              0.0090219
                    497,                 1.3469,                 1.8431,                0.67972,                0.83199,                0.43884,                0.17425,                0.19023,                0.08793,                0.28868,                0.11796,                0.11324,                0.03918,                 2.4245,                 3.3121,                 2.3777,                 1.0255,              0.0090199,              0.0090199,              0.0090199
                    498,                 1.3328,                 1.7956,                0.67664,                0.82457,                0.43919,                0.17271,                0.19199,                 0.0858,                0.28626,                0.11257,                0.11034,                0.03787,                 2.4449,                 3.3116,                  2.393,                 1.0261,              0.0090179,              0.0090179,              0.0090179
                    499,                 1.3178,                 1.8061,                 0.6658,                0.83119,                 0.4515,                0.18813,                0.19922,                0.08667,                0.30969,                0.12798,                0.11975,                0.03843,                 2.4447,                 3.2698,                 2.3196,                 1.0251,              0.0090159,              0.0090159,              0.0090159
                    500,                  1.299,                 1.7892,                0.65677,                0.83333,                0.43778,                0.18658,                0.19463,                0.08762,                0.26933,                0.12799,                0.11312,                0.03886,                 2.4228,                 3.2438,                 2.2344,                 1.0162,               0.009014,               0.009014,               0.009014
                    501,                 1.3603,                 1.7646,                0.68596,                0.82779,                0.43171,                0.18504,                0.19498,                0.08934,                 0.3728,                0.11874,                0.12067,                0.04165,                 2.3931,                  3.241,                 2.2075,                 1.0138,               0.009012,               0.009012,               0.009012
                    502,                 1.2858,                 1.7365,                0.64732,                0.82795,                0.42391,                0.17579,                0.19234,                0.08987,                 0.3102,                0.12953,                0.12246,                0.04237,                  2.404,                 3.2625,                 2.3039,                 1.0117,                0.00901,                0.00901,                0.00901
                    503,                 1.3117,                 1.7803,                 0.6692,                 0.8311,                0.43304,                0.17271,                0.18997,                 0.0888,                0.27893,                0.12586,                0.11737,                0.04198,                 2.4309,                 3.2624,                 2.3335,                 1.0209,               0.009008,               0.009008,               0.009008
                    504,                 1.2978,                 1.8158,                0.65833,                0.82859,                0.51597,                0.17656,                0.20156,                0.09391,                0.31124,                0.12645,                0.12038,                0.04215,                 2.3807,                 3.1896,                 2.2067,                 1.0131,               0.009006,               0.009006,               0.009006
                    505,                 1.3168,                 1.7567,                0.66715,                0.82672,                0.52399,                0.17579,                0.20474,                0.09578,                0.34292,                0.12799,                0.12806,                0.04428,                 2.3618,                 3.1937,                 2.1755,                 1.0167,              0.0090041,              0.0090041,              0.0090041
                    506,                 1.2569,                 1.7297,                0.64623,                0.82293,                0.48057,                 0.1781,                 0.1976,                 0.0935,                0.32971,                0.13236,                0.12765,                0.04175,                 2.3639,                 3.2301,                 2.1964,                 1.0184,              0.0090021,              0.0090021,              0.0090021
                    507,                 1.2263,                 1.7944,                0.63223,                0.82201,                0.50209,                0.16638,                 0.1896,                0.08694,                0.33504,                0.11565,                0.11952,                0.03789,                  2.444,                 3.2816,                 2.2714,                 1.0262,              0.0090001,              0.0090001,              0.0090001
                    508,                 1.3172,                 1.7787,                0.65834,                0.83089,                0.45792,                0.17348,                0.19865,                0.09278,                 0.3032,                0.12028,                0.11862,                0.03655,                 2.4118,                 3.2487,                 2.3164,                 1.0207,              0.0089981,              0.0089981,              0.0089981
                    509,                 1.3198,                 1.7919,                0.67878,                0.82693,                0.44116,                 0.1835,                0.20347,                0.09457,                0.32545,                0.12105,                0.12127,                0.03829,                 2.4005,                 3.2609,                 2.3162,                 1.0192,              0.0089961,              0.0089961,              0.0089961
                    510,                 1.2716,                 1.7466,                0.64407,                0.82285,                0.43928,                0.17271,                0.20212,                 0.0979,                0.35102,                0.11719,                0.11987,                0.03761,                  2.394,                 3.2551,                 2.4074,                 1.0245,              0.0089942,              0.0089942,              0.0089942
                    511,                 1.2803,                   1.75,                0.65544,                0.82703,                0.47876,                 0.1781,                0.20696,                0.09618,                0.30577,                0.11334,                 0.1138,                 0.0359,                 2.3818,                 3.2795,                 2.3902,                 1.0174,              0.0089922,              0.0089922,              0.0089922
                    512,                 1.2637,                 1.7972,                 0.6419,                0.81806,                0.50828,                0.17932,                0.20896,                0.09715,                0.31138,                0.11488,                0.11319,                 0.0382,                 2.3758,                 3.2425,                 2.3796,                 1.0164,              0.0089902,              0.0089902,              0.0089902
                    513,                 1.3276,                 1.8301,                0.66978,                0.82262,                 0.4923,                0.18119,                0.20831,                0.09646,                  0.329,                0.11951,                0.11297,                0.03676,                 2.3803,                 3.2788,                 2.3483,                   1.02,              0.0089882,              0.0089882,              0.0089882
                    514,                 1.2943,                 1.7808,                0.66199,                0.82358,                0.48516,                0.18164,                0.20631,                0.09898,                 0.3192,                0.11951,                0.11471,                 0.0383,                 2.3545,                 3.2904,                 2.2791,                 1.0198,              0.0089862,              0.0089862,              0.0089862
                    515,                 1.2654,                  1.824,                0.64907,                0.82777,                 0.4543,                 0.1781,                0.20251,                  0.097,                0.30691,                0.12182,                0.11381,                0.04038,                 2.3573,                 3.3431,                  2.334,                 1.0241,              0.0089843,              0.0089843,              0.0089843
                    516,                 1.2536,                 1.7992,                0.64084,                0.82723,                0.57256,                0.16423,                0.20722,                0.09879,                0.37349,                0.11353,                0.12117,                0.04097,                 2.3474,                  3.361,                 2.4189,                 1.0177,              0.0089823,              0.0089823,              0.0089823
                    517,                 1.2432,                 1.7827,                0.63504,                0.82896,                0.53677,                0.17348,                 0.2084,                0.10025,                0.40708,                0.11593,                0.12848,                0.04304,                 2.3483,                 3.3727,                 2.4122,                 1.0159,              0.0089803,              0.0089803,              0.0089803
                    518,                 1.2768,                  1.808,                0.65413,                0.82439,                0.49862,                0.17116,                0.19833,                0.09724,                0.38112,                0.11334,                0.12078,                0.03968,                 2.3438,                 3.4171,                 2.3242,                 1.0146,              0.0089783,              0.0089783,              0.0089783
                    519,                 1.2626,                  1.768,                0.65259,                0.82904,                0.47336,                0.17187,                0.19627,                0.09287,                0.32655,                 0.1118,                0.10797,                0.03526,                 2.4189,                 3.4646,                 2.3024,                 1.0126,              0.0089763,              0.0089763,              0.0089763
                    520,                 1.2423,                 1.7585,                0.64122,                0.82807,                0.46974,                0.17348,                0.19769,                 0.0993,                0.32966,                0.12336,                0.12438,                0.04054,                 2.3705,                  3.443,                 2.2517,                 1.0095,              0.0089744,              0.0089744,              0.0089744
                    521,                 1.2751,                 1.7666,                0.65003,                 0.8166,                0.43178,                0.17425,                0.19554,                0.09848,                0.30295,                0.12645,                0.12375,                0.04253,                 2.3879,                   3.46,                 2.2838,                 1.0121,              0.0089724,              0.0089724,              0.0089724
                    522,                 1.2806,                 1.7074,                0.65088,                0.82166,                0.40421,                0.16191,                0.17504,                0.08588,                0.26678,                0.11951,                0.10836,                0.03568,                 2.4664,                 3.4907,                 2.3559,                 1.0349,              0.0089704,              0.0089704,              0.0089704
