                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     21,                 2.9317,                  3.732,                 2.3137,                 1.1631,                0.15755,                0.10794,                0.07403,                0.02863,                0.14554,                0.07633,                0.05302,                0.01599,                 2.9444,                  3.735,                 2.6547,                 1.2155,              0.0099624,              0.0099624,              0.0099624
                     22,                 2.8922,                 3.6641,                 2.2935,                 1.1739,                0.14763,                 0.1064,                0.07184,                0.02611,                 0.1178,                0.08944,                 0.0506,                0.01573,                 2.9975,                  3.843,                 2.6739,                 1.1829,              0.0099604,              0.0099604,              0.0099604
                     23,                 2.9105,                 3.7284,                 2.2336,                 1.1383,                0.17601,                0.10948,                0.08258,                0.03021,                0.14356,                0.09792,                0.05904,                0.01966,                 2.9703,                 3.6889,                 2.6421,                 1.1847,              0.0099584,              0.0099584,              0.0099584
                     24,                 2.8566,                 3.6836,                 2.1814,                  1.178,                0.18717,                0.11257,                0.08176,                0.02899,                0.11993,                0.09098,                0.04826,                0.01497,                 2.8864,                 3.6326,                 2.5055,                 1.1643,              0.0099564,              0.0099564,              0.0099564
                     25,                 2.9216,                 3.7958,                  2.214,                 1.1784,                0.16244,                0.12028,                0.07332,                0.02484,                 0.1097,                0.08712,                 0.0438,                0.01347,                 2.9663,                 3.8208,                 2.4621,                 1.1646,              0.0099545,              0.0099545,              0.0099545
                     26,                 2.8589,                 3.6648,                 2.2058,                  1.156,                0.19284,                0.11334,                0.07897,                0.03024,                0.14513,                 0.0771,                0.05077,                0.01498,                 2.8385,                 3.6645,                 2.5578,                 1.1558,              0.0099525,              0.0099525,              0.0099525
                     27,                 2.7852,                 3.6891,                 2.1661,                  1.127,                 0.1187,                0.11334,                0.04194,                0.01537,                0.08465,                0.09175,                0.02996,                 0.0105,                 2.9783,                 3.8846,                 3.1378,                 1.1689,              0.0099505,              0.0099505,              0.0099505
                     28,                 2.7361,                 3.6798,                 2.1927,                 1.1347,                0.16059,                 0.1118,                0.07351,                0.02912,                0.13963,                0.08944,                0.05352,                0.01731,                 2.8963,                 3.7763,                 2.6494,                 1.1493,              0.0099485,              0.0099485,              0.0099485
                     29,                 2.6771,                 3.5795,                 2.0838,                 1.1136,                0.24294,                0.11796,                0.09385,                0.03416,                0.18736,                0.09098,                0.06326,                0.01991,                 2.9003,                 3.6378,                 2.3396,                 1.1669,              0.0099465,              0.0099465,              0.0099465
                     30,                 2.7422,                 3.5831,                 2.0656,                 1.1089,                0.18292,                0.10717,                0.08408,                0.02848,                0.13933,                0.09021,                0.05776,                0.01557,                 2.9322,                 3.7146,                 2.3868,                 1.1927,              0.0099446,              0.0099446,              0.0099446
                     31,                 2.7584,                 3.6464,                 2.1379,                 1.1222,                0.19275,                0.09483,                0.07691,                0.02831,                0.16937,                0.08096,                0.05298,                0.01522,                 2.9685,                 3.7183,                  2.412,                 1.1515,              0.0099426,              0.0099426,              0.0099426
                     32,                 2.7038,                 3.5788,                  2.067,                 1.1018,                0.19662,                0.09946,                0.08328,                0.03299,                0.14784,                0.07479,                0.04383,                0.01279,                 2.8139,                 3.6191,                 2.4522,                 1.1537,              0.0099406,              0.0099406,              0.0099406
                     33,                 2.7866,                 3.5396,                 2.0416,                 1.0939,                0.13451,                0.09946,                0.06817,                 0.0261,                0.10204,                 0.0825,                0.04728,                0.01709,                 2.8962,                 3.6202,                  2.626,                 1.1807,              0.0099386,              0.0099386,              0.0099386
                     34,                 2.7311,                 3.5591,                 2.1515,                 1.0846,                0.15642,                0.09638,                0.06488,                0.02588,                0.10781,                0.08481,                0.04513,                0.01528,                 2.8377,                 3.6359,                 2.7053,                 1.1815,              0.0099366,              0.0099366,              0.0099366
                     35,                 2.8178,                 3.6815,                 2.1134,                 1.0882,                0.20162,                0.11025,                0.08731,                  0.033,                0.15509,                0.08481,                0.05368,                0.01591,                 2.8924,                 3.5928,                 2.4131,                 1.1531,              0.0099347,              0.0099347,              0.0099347
                     36,                 2.7002,                 3.5118,                 2.0606,                 1.0881,                0.22022,                0.10717,                0.08779,                0.03515,                0.14132,                0.07941,                0.05268,                0.01516,                 2.9154,                 3.6139,                 2.3409,                 1.1485,              0.0099327,              0.0099327,              0.0099327
                     37,                 2.6809,                 3.5876,                 1.9806,                 1.1018,                0.20636,                0.10948,                0.08484,                0.03565,                0.11889,                0.07093,                0.04426,                0.01361,                 2.8897,                 3.6582,                 2.3288,                 1.1411,              0.0099307,              0.0099307,              0.0099307
                     38,                 2.6349,                 3.5137,                 2.0109,                 1.0953,                0.22006,                0.11103,                0.09465,                0.03629,                0.12367,                0.07864,                0.04795,                0.01523,                 2.9078,                 3.6838,                 2.3117,                 1.1169,              0.0099287,              0.0099287,              0.0099287
                     39,                 2.6545,                 3.5982,                 1.9909,                 1.0889,                0.19369,                0.10871,                0.08305,                0.03175,                0.11326,                0.07787,                 0.0461,                  0.014,                 2.9813,                 3.7121,                 2.3639,                  1.138,              0.0099267,              0.0099267,              0.0099267
                     40,                 2.5401,                 3.4144,                 1.9239,                 1.0618,                0.18963,                 0.1064,                 0.0798,                0.03047,                 0.1297,                 0.0771,                0.04908,                0.01365,                 2.9939,                  3.688,                 2.3494,                 1.1389,              0.0099248,              0.0099248,              0.0099248
                     41,                 2.5273,                 3.4151,                 1.8584,                 1.0751,                0.21557,                0.11103,                0.09133,                0.03722,                 0.1309,                0.09483,                0.05337,                0.01558,                 2.8552,                 3.7188,                 2.3512,                 1.1315,              0.0099228,              0.0099228,              0.0099228
                     42,                 2.5569,                 3.5049,                 1.8966,                 1.0571,                0.19251,                 0.1118,                 0.0826,                0.03377,                0.14825,                  0.101,                0.05933,                0.01993,                 2.8731,                 3.6234,                 2.3937,                 1.1425,              0.0099208,              0.0099208,              0.0099208
                     43,                 2.5901,                 3.5924,                 1.9362,                 1.0926,                0.19502,                0.10871,                0.08539,                0.03614,                0.13025,                0.08173,                0.05615,                0.01599,                  2.806,                 3.4909,                  2.374,                 1.1438,              0.0099188,              0.0099188,              0.0099188
                     44,                 2.5488,                 3.4094,                 1.8555,                 1.0676,                0.20523,                0.11334,                0.09001,                0.03708,                 0.1539,                0.09483,                0.06147,                0.02089,                 2.7778,                  3.607,                 2.4086,                 1.1257,              0.0099168,              0.0099168,              0.0099168
                     45,                 2.5581,                 3.3973,                 1.8695,                 1.0759,                0.21442,                0.11719,                 0.1011,                 0.0405,                0.13743,                0.09483,                 0.0628,                0.02018,                 2.7822,                  3.571,                 2.2962,                 1.1246,              0.0099149,              0.0099149,              0.0099149
                     46,                 2.5761,                 3.3928,                 1.8804,                 1.0559,                0.24976,                0.12105,                0.10583,                0.04311,                0.18265,                0.10177,                0.07916,                0.02222,                 2.7825,                 3.5248,                 2.2702,                 1.1337,              0.0099129,              0.0099129,              0.0099129
                     47,                 2.5302,                 3.4365,                 1.8196,                 1.0721,                0.28854,                0.11874,                0.11216,                0.04742,                 0.2136,                 0.0879,                0.07268,                0.02152,                 2.7544,                 3.4604,                 2.1874,                 1.1347,              0.0099109,              0.0099109,              0.0099109
                     48,                 2.5143,                 3.4951,                 1.8203,                 1.0475,                  0.269,                0.12182,                0.11643,                0.04473,                0.15745,                0.10563,                0.06494,                0.01975,                 2.8306,                 3.5756,                 2.1943,                 1.1402,              0.0099089,              0.0099089,              0.0099089
                     49,                 2.4862,                 3.3726,                 1.8071,                 1.0521,                0.28842,                0.13063,                0.11053,                0.04283,                0.16665,                0.09561,                0.05577,                0.01667,                  2.832,                 3.5425,                 2.1942,                 1.1303,              0.0099069,              0.0099069,              0.0099069
                     50,                 2.5223,                 3.4448,                 1.8407,                 1.0556,                0.24999,                0.13493,                0.11399,                0.04636,                 0.1928,                0.11025,                0.07309,                0.01973,                  2.825,                 3.5893,                  2.303,                 1.1415,               0.009905,               0.009905,               0.009905
                     51,                 2.4569,                 3.3679,                 1.7351,                 1.0479,                0.28069,                 0.1357,                0.11966,                0.04839,                0.19029,                0.10437,                 0.0731,                0.02016,                 2.7336,                 3.4958,                 2.1642,                 1.1137,               0.009903,               0.009903,               0.009903
                     52,                 2.4545,                 3.3406,                 1.7227,                 1.0295,                0.24445,                0.14032,                 0.1098,                0.04511,                0.15526,                0.10254,                0.06327,                0.01809,                 2.7709,                 3.5323,                 2.1668,                 1.1207,               0.009901,               0.009901,               0.009901
                     53,                 2.4316,                 3.2709,                 1.6802,                 1.0478,                0.25603,                0.13107,                0.11246,                0.04523,                0.17319,                0.08867,                0.06085,                0.01687,                 2.7426,                 3.5545,                 2.1843,                 1.1129,               0.009899,               0.009899,               0.009899
                     54,                 2.4724,                 3.3944,                 1.7037,                 1.0379,                0.22588,                0.11874,                0.09789,                0.03779,                 0.1951,                0.08173,                0.05975,                0.01736,                 2.8448,                 3.6148,                 2.2411,                 1.1178,               0.009897,               0.009897,               0.009897
                     55,                 2.3428,                 3.3495,                 1.6682,                 1.0276,                  0.239,                0.12105,                0.09948,                0.04149,                0.15315,                0.09406,                0.06205,                0.01689,                 2.7905,                 3.6959,                 2.2613,                  1.116,              0.0098951,              0.0098951,              0.0098951
                     56,                 2.3862,                  3.289,                 1.6359,                 1.0358,                0.21447,                 0.1249,                 0.0983,                0.04005,                0.18128,                0.10332,                0.07011,                0.01995,                 2.8281,                 3.6945,                 2.2413,                 1.1087,              0.0098931,              0.0098931,              0.0098931
                     57,                 2.3428,                 3.2412,                 1.6352,                 1.0288,                0.17565,                0.12567,                0.09149,                 0.0345,                0.13455,                0.09406,                0.05444,                0.01512,                 2.8729,                 3.7707,                 2.2833,                 1.1333,              0.0098911,              0.0098911,              0.0098911
                     58,                 2.3295,                 3.2722,                  1.674,                 1.0339,                 0.2823,                0.12645,                0.11865,                0.04848,                0.16643,                0.10332,                0.06961,                0.01825,                 2.7472,                 3.6185,                 2.1584,                 1.1157,              0.0098891,              0.0098891,              0.0098891
                     59,                 2.3792,                 3.3137,                 1.6572,                 1.0274,                0.28067,                0.11874,                0.10962,                0.04294,                0.18963,                0.09406,                0.07048,                0.01887,                 2.8056,                 3.5526,                 2.2232,                 1.1216,              0.0098871,              0.0098871,              0.0098871
                     60,                 2.3778,                 3.2902,                 1.6358,                 1.0138,                0.29329,                0.12722,                0.11656,                0.04818,                0.20343,                  0.101,                0.07699,                0.02319,                 2.7235,                 3.5206,                 2.1802,                 1.1152,              0.0098852,              0.0098852,              0.0098852
                     61,                 2.3815,                  3.298,                 1.6628,                 1.0138,                0.27725,                0.14495,                0.12281,                0.04879,                0.20233,                0.12259,                0.08389,                0.02424,                 2.7744,                 3.5481,                 2.1597,                 1.1135,              0.0098832,              0.0098832,              0.0098832
                     62,                 2.3287,                  3.208,                 1.6077,                 1.0094,                0.24061,                0.12799,                0.09991,                 0.0372,                0.15516,                0.08867,                 0.0577,                0.01577,                 2.9274,                 3.6047,                 2.1955,                 1.1139,              0.0098812,              0.0098812,              0.0098812
                     63,                 2.2515,                 3.1688,                 1.5547,                 1.0038,                0.24895,                0.13493,                0.11174,                0.04432,                0.15428,                0.09946,                 0.0667,                0.01966,                 2.7881,                 3.5258,                 2.1882,                  1.102,              0.0098792,              0.0098792,              0.0098792
                     64,                 2.3145,                 3.1922,                 1.6347,                 1.0171,                0.24742,                0.13789,                0.11202,                0.04809,                0.17896,                0.10948,                0.07414,                0.02347,                 2.7341,                 3.4917,                 2.1937,                 1.0972,              0.0098772,              0.0098772,              0.0098772
                     65,                  2.288,                 3.1502,                 1.5682,                0.99075,                0.25053,                0.12567,                0.11075,                0.04441,                0.18929,                0.10871,                0.08239,                0.02421,                  2.783,                 3.5025,                  2.184,                 1.1064,              0.0098753,              0.0098753,              0.0098753
                     66,                 2.3141,                 3.1746,                 1.5778,                 1.0071,                0.23221,                0.14264,                0.12261,                  0.051,                0.14161,                0.11103,                0.07247,                 0.0193,                 2.7162,                 3.4252,                 2.1712,                 1.0982,              0.0098733,              0.0098733,              0.0098733
                     67,                 2.2432,                 3.0755,                 1.4641,                 1.0161,                0.22134,                0.14487,                0.11941,                 0.0488,                0.15097,                0.11025,                0.06692,                0.01953,                  2.776,                 3.4647,                 2.1823,                  1.119,              0.0098713,              0.0098713,              0.0098713
                     68,                 2.2794,                 3.0672,                 1.5392,                 1.0163,                0.27888,                0.14418,                0.12956,                0.05297,                0.21611,                0.12028,                0.08129,                0.02409,                 2.7123,                 3.4574,                 2.1145,                 1.1234,              0.0098693,              0.0098693,              0.0098693
                     69,                 2.2429,                 3.1535,                 1.5116,                 1.0036,                0.27946,                0.14958,                0.13177,                0.05781,                0.20564,                0.12056,                0.08708,                 0.0252,                 2.6806,                 3.4219,                 2.0738,                 1.1116,              0.0098673,              0.0098673,              0.0098673
                     70,                 2.2541,                 3.0949,                 1.5531,                 1.0007,                0.27735,                0.14109,                0.13047,                0.05561,                0.21333,                0.11411,                 0.0849,                 0.0246,                 2.6783,                 3.3831,                 2.0895,                 1.0992,              0.0098654,              0.0098654,              0.0098654
                     71,                 2.2026,                 3.1015,                 1.4638,                0.98945,                0.26087,                0.15189,                0.13241,                0.05106,                0.16353,                0.09792,                 0.0637,                0.01946,                 2.8367,                 3.5558,                 2.1388,                 1.1052,              0.0098634,              0.0098634,              0.0098634
                     72,                 2.2148,                 3.0834,                 1.4737,                0.98313,                0.26359,                0.14803,                0.13257,                0.05584,                 0.2131,                0.11642,                0.08877,                0.02706,                 2.7046,                 3.4936,                 2.0624,                 1.1026,              0.0098614,              0.0098614,              0.0098614
                     73,                 2.2144,                 3.0186,                   1.46,                 0.9834,                0.28468,                0.14264,                0.13546,                0.05499,                0.22051,                0.12336,                0.08954,                 0.0243,                 2.7318,                 3.4594,                 2.0448,                 1.1079,              0.0098594,              0.0098594,              0.0098594
                     74,                 2.2523,                 3.1419,                 1.5187,                0.98563,                0.30365,                0.13878,                0.13717,                0.05722,                0.20827,                0.10177,                0.07145,                0.02109,                 2.7289,                 3.4054,                 2.0577,                 1.1043,              0.0098574,              0.0098574,              0.0098574
                     75,                 2.2158,                 3.0192,                  1.471,                0.99245,                0.24864,                0.14032,                0.12432,                0.05311,                0.24572,                 0.1118,                0.08884,                0.02823,                 2.7488,                 3.4747,                 2.1943,                 1.1013,              0.0098555,              0.0098555,              0.0098555
                     76,                 2.1995,                 3.0911,                 1.4631,                0.99352,                0.29855,                0.13955,                 0.1323,                0.05282,                0.16436,                0.11103,                0.07969,                0.02432,                 2.7697,                 3.4705,                 2.2063,                 1.1021,              0.0098535,              0.0098535,              0.0098535
                     77,                 2.1516,                 3.0171,                 1.4047,                0.96691,                0.30605,                0.13493,                0.13152,                0.05115,                0.20395,                0.09561,                  0.068,                0.01983,                 2.7532,                 3.5333,                 2.1735,                 1.1027,              0.0098515,              0.0098515,              0.0098515
                     78,                 2.2307,                  3.055,                 1.4569,                0.98405,                0.30298,                0.12799,                0.11709,                0.04465,                0.21197,                0.10486,                0.07497,                0.02234,                  2.842,                 3.5682,                 2.1782,                 1.1028,              0.0098495,              0.0098495,              0.0098495
                     79,                 2.1666,                 3.0626,                 1.4366,                0.99784,                0.31708,                0.15189,                0.13087,                0.05076,                0.22524,                0.11565,                0.07609,                0.02121,                 2.7931,                 3.6463,                 2.1471,                 1.0973,              0.0098475,              0.0098475,              0.0098475
                     80,                 2.1852,                  3.021,                  1.447,                0.97863,                0.27718,                0.15035,                0.12976,                0.05099,                0.22203,                0.10496,                0.07679,                0.02329,                 2.7268,                 3.5319,                 2.1416,                 1.0945,              0.0098456,              0.0098456,              0.0098456
                     81,                 2.1333,                  3.017,                 1.3845,                0.98753,                0.28853,                0.13878,                0.13255,                0.05272,                0.21775,                 0.1064,                0.08449,                0.02818,                 2.7385,                 3.5042,                 2.1261,                 1.0998,              0.0098436,              0.0098436,              0.0098436
                     82,                 2.1663,                 3.0226,                 1.4452,                0.99974,                0.30102,                0.13184,                0.12742,                 0.0504,                0.19208,                0.09483,                0.07296,                0.02066,                 2.7962,                 3.4748,                 2.1959,                 1.1055,              0.0098416,              0.0098416,              0.0098416
                     83,                 2.2141,                 2.9862,                 1.4359,                0.97759,                0.25997,                0.15112,                0.13423,                0.05299,                0.23146,                0.12413,                0.09872,                0.03049,                 2.7133,                 3.5057,                 2.1489,                 1.1007,              0.0098396,              0.0098396,              0.0098396
                     84,                 2.2256,                 3.0513,                 1.4276,                 0.9703,                0.34269,                0.13724,                0.13185,                0.05387,                0.24429,                0.09946,                0.08015,                0.02407,                 2.7719,                 3.5416,                  2.137,                 1.0963,              0.0098376,              0.0098376,              0.0098376
                     85,                  2.166,                 2.9771,                 1.4253,                0.96772,                0.34739,                0.13647,                0.13465,                0.05805,                0.26055,                0.10871,                0.08685,                0.02497,                 2.6669,                 3.4785,                 2.1157,                 1.0825,              0.0098357,              0.0098357,              0.0098357
                     86,                 2.1361,                 3.0223,                  1.392,                0.96337,                0.30731,                0.12722,                0.12093,                0.04685,                0.25651,                0.10717,                0.08886,                0.02551,                 2.8196,                 3.6848,                 2.2073,                 1.1091,              0.0098337,              0.0098337,              0.0098337
                     87,                 2.1166,                 3.0134,                 1.3645,                0.96543,                0.26302,                 0.1542,                 0.1283,                0.05072,                0.19428,                 0.1118,                0.08094,                0.02301,                 2.7932,                  3.568,                 2.1735,                 1.1027,              0.0098317,              0.0098317,              0.0098317
                     88,                  2.058,                 2.9778,                  1.337,                0.97702,                0.30456,                0.15112,                0.13571,                0.05265,                0.20017,                0.12567,                0.09154,                0.02274,                 2.7416,                 3.4796,                 2.1339,                 1.1049,              0.0098297,              0.0098297,              0.0098297
                     89,                 2.1387,                 3.0046,                   1.37,                0.95921,                0.31918,                 0.1303,                0.12263,                0.04676,                0.22988,                0.08867,                0.06996,                0.01983,                 2.8706,                 3.5563,                 2.1711,                 1.1102,              0.0098277,              0.0098277,              0.0098277
                     90,                  2.072,                 2.9722,                 1.3468,                0.99229,                0.31623,                0.13906,                0.12916,                0.05094,                0.22533,                0.10254,                0.08496,                0.02534,                 2.7784,                 3.4669,                 2.1756,                 1.0955,              0.0098258,              0.0098258,              0.0098258
                     91,                  2.133,                 3.0075,                 1.3947,                0.95161,                0.31623,                 0.1596,                0.14227,                0.05412,                0.23106,                0.10948,                0.09007,                0.02649,                 2.7065,                 3.5006,                  2.129,                 1.0928,              0.0098238,              0.0098238,              0.0098238
                     92,                 2.0307,                 2.9039,                 1.2895,                0.98059,                0.28758,                 0.1488,                0.14011,                0.05551,                0.21051,                0.11642,                0.09036,                0.02565,                 2.6787,                  3.466,                 2.1473,                 1.0833,              0.0098218,              0.0098218,              0.0098218
                     93,                 2.0566,                 2.9781,                 1.3001,                0.97493,                0.29439,                0.15112,                 0.1381,                0.05532,                0.17929,                0.11103,                0.08447,                0.02581,                 2.6913,                 3.4517,                  2.107,                 1.0857,              0.0098198,              0.0098198,              0.0098198
