                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    100,                 1.9865,                 2.7992,                 1.2274,                0.95052,                0.30423,                0.15652,                  0.134,                0.05014,                 0.2171,                0.10177,                0.07615,                0.02385,                 2.7843,                 3.5666,                 2.1989,                 1.1107,               0.009806,               0.009806,               0.009806
                    101,                 1.9934,                 2.7576,                 1.2175,                0.95601,                0.32565,                0.14341,                0.13182,                0.05215,                0.24831,                0.10717,                0.09029,                0.02623,                  2.748,                 3.5204,                 2.2136,                 1.1076,               0.009804,               0.009804,               0.009804
                    102,                 1.9988,                 2.7542,                 1.2477,                0.93542,                0.26385,                0.13647,                0.11526,                0.04481,                0.18218,                0.10486,                0.07694,                0.02346,                 2.8947,                 3.5433,                 2.2946,                 1.1277,               0.009802,               0.009802,               0.009802
                    103,                 1.9682,                 2.7527,                 1.1947,                0.93368,                0.26764,                0.15343,                0.12806,                0.05157,                0.19643,                0.11642,                0.07755,                0.02225,                 2.7747,                 3.4546,                 2.2618,                 1.1142,                 0.0098,                 0.0098,                 0.0098
                    104,                 1.9537,                 2.8582,                 1.1845,                0.95031,                0.28514,                 0.1387,                 0.1273,                0.05288,                0.21422,                0.10871,                 0.0789,                0.02458,                  2.755,                 3.4699,                  2.166,                 1.1158,               0.009798,               0.009798,               0.009798
                    105,                 1.8809,                 2.7325,                 1.1565,                0.93486,                0.26792,                0.15112,                0.13666,                0.05726,                 0.2038,                0.11719,                0.08652,                0.02567,                 2.7137,                 3.4404,                 2.1341,                  1.101,              0.0097961,              0.0097961,              0.0097961
                    106,                 1.8606,                 2.6888,                 1.1062,                0.94936,                0.29309,                0.14264,                0.13018,                0.05696,                0.23476,                0.10563,                0.08196,                 0.0224,                 2.6509,                 3.4218,                   2.13,                 1.0879,              0.0097941,              0.0097941,              0.0097941
                    107,                 1.8648,                 2.6992,                 1.1487,                0.93194,                0.29059,                0.15112,                0.13878,                0.05857,                0.18945,                0.12182,                0.08868,                 0.0242,                 2.6728,                 3.4541,                 2.1289,                 1.0799,              0.0097921,              0.0097921,              0.0097921
                    108,                 1.9359,                 2.7934,                 1.2295,                  0.928,                0.30031,                0.13801,                0.13382,                0.05727,                0.23166,                0.09638,                0.08494,                0.02478,                 2.7747,                 3.4083,                 2.1659,                 1.0963,              0.0097901,              0.0097901,              0.0097901
                    109,                 1.9073,                 2.7692,                 1.1701,                0.94202,                0.28407,                0.13261,                0.12707,                0.05404,                0.23173,                0.09715,                0.07852,                0.02348,                 2.7618,                 3.4007,                 2.1915,                 1.0978,              0.0097881,              0.0097881,              0.0097881
                    110,                 1.9093,                 2.6864,                 1.1621,                0.92427,                0.29113,                0.14418,                0.12964,                0.04995,                0.19519,                0.11103,                0.07783,                0.02472,                 2.7981,                 3.4993,                  2.241,                 1.1101,              0.0097862,              0.0097862,              0.0097862
                    111,                 1.9034,                 2.7132,                 1.1604,                0.94499,                  0.341,                0.13955,                0.13391,                0.05906,                0.23917,                0.10177,                0.08883,                0.02872,                 2.6668,                 3.4805,                 2.1789,                 1.0848,              0.0097842,              0.0097842,              0.0097842
                    112,                 2.0333,                  2.808,                  1.226,                0.93935,                0.32293,                 0.1542,                0.14521,                 0.0624,                0.25383,                0.11565,                0.09621,                0.03024,                 2.6577,                 3.4395,                 2.0973,                 1.0855,              0.0097822,              0.0097822,              0.0097822
                    113,                 1.9827,                 2.7534,                 1.2181,                0.93698,                0.36361,                0.14958,                0.14802,                 0.0637,                0.26796,                0.11684,                 0.0968,                0.03283,                  2.636,                 3.3991,                 2.0655,                 1.0797,              0.0097802,              0.0097802,              0.0097802
                    114,                 1.9653,                 2.8119,                 1.2062,                0.94444,                0.32304,                0.14572,                0.14048,                0.05977,                0.25809,                0.11642,                0.10342,                 0.0329,                 2.6541,                 3.4027,                 2.0719,                 1.0765,              0.0097782,              0.0097782,              0.0097782
                    115,                   1.89,                 2.7257,                 1.1483,                0.94795,                0.32045,                0.13998,                0.12878,                0.05183,                0.21305,                0.09329,                0.07183,                0.02289,                 2.7944,                 3.3711,                 2.1615,                 1.0986,              0.0097763,              0.0097763,              0.0097763
                    116,                 1.9421,                 2.6653,                 1.1866,                0.93464,                0.28592,                0.13801,                0.13451,                0.05429,                0.21188,                0.10486,                0.09018,                0.02995,                 2.7195,                 3.3885,                 2.1747,                 1.0879,              0.0097743,              0.0097743,              0.0097743
                    117,                 1.8867,                 2.7351,                 1.1511,                0.93204,                0.29504,                 0.1357,                0.14058,                0.05704,                0.21075,                0.10871,                0.09288,                0.02884,                 2.7075,                 3.3809,                 2.1788,                 1.0874,              0.0097723,              0.0097723,              0.0097723
                    118,                  1.966,                 2.7394,                 1.2064,                 0.9356,                0.29499,                 0.1542,                0.14576,                0.06093,                0.20675,                0.12413,                0.09852,                 0.0317,                 2.6848,                 3.3442,                 2.1593,                 1.0905,              0.0097703,              0.0097703,              0.0097703
                    119,                 1.8448,                 2.7646,                 1.1293,                0.93309,                0.29421,                0.16114,                0.14852,                0.06329,                0.20519,                0.11719,                0.09295,                0.03033,                 2.6689,                 3.4621,                 2.1586,                 1.0865,              0.0097683,              0.0097683,              0.0097683
                    120,                 1.9384,                 2.7034,                 1.1838,                0.93303,                0.28196,                0.15189,                0.13584,                0.05242,                0.16477,                0.10563,                0.06772,                0.02114,                 2.7951,                 3.5592,                 2.2047,                  1.094,              0.0097664,              0.0097664,              0.0097664
                    121,                  1.924,                 2.6722,                  1.153,                 0.9207,                0.28234,                0.14802,                0.13381,                0.05279,                0.18113,                0.10522,                0.07408,                0.02349,                 2.7875,                  3.572,                   2.25,                  1.101,              0.0097644,              0.0097644,              0.0097644
                    122,                 1.9191,                 2.7409,                 1.1692,                0.91497,                0.27783,                0.12953,                0.12294,                   0.05,                0.20505,                0.10177,                0.07252,                0.02155,                 2.8297,                 3.5666,                 2.2232,                 1.1001,              0.0097624,              0.0097624,              0.0097624
                    123,                  1.896,                 2.6522,                 1.1247,                0.92242,                0.28951,                0.14803,                0.13981,                0.06137,                0.21386,                0.11874,                0.08576,                0.02564,                 2.7003,                 3.4868,                  2.129,                 1.0837,              0.0097604,              0.0097604,              0.0097604
                    124,                 1.8969,                 2.7351,                 1.1731,                0.93027,                0.30721,                0.14958,                0.13802,                0.05771,                0.23828,                0.11719,                0.09632,                0.02799,                  2.775,                 3.4998,                 2.0736,                  1.104,              0.0097584,              0.0097584,              0.0097584
                    125,                 1.9098,                 2.7478,                 1.1474,                0.92487,                0.28939,                0.14958,                0.13856,                0.05651,                0.22966,                0.12028,                0.09154,                0.02637,                 2.8007,                  3.507,                 2.1401,                 1.1097,              0.0097565,              0.0097565,              0.0097565
                    126,                 1.8815,                 2.6912,                 1.1281,                0.91614,                0.30262,                0.16026,                0.14777,                0.06141,                0.20147,                0.11103,                0.08247,                0.02484,                 2.7303,                  3.511,                 2.1447,                  1.101,              0.0097545,              0.0097545,              0.0097545
                    127,                 1.8674,                 2.7213,                 1.1344,                0.93511,                0.28685,                0.16114,                0.14216,                0.05638,                0.20409,                 0.1064,                0.08315,                0.02196,                 2.8216,                 3.5143,                 2.1678,                 1.1191,              0.0097525,              0.0097525,              0.0097525
                    128,                 1.8847,                 2.7525,                 1.1299,                0.94011,                 0.3093,                0.15883,                0.14864,                0.06051,                0.24127,                0.10177,                0.08169,                0.02302,                 2.7203,                 3.4443,                 2.1373,                 1.0957,              0.0097505,              0.0097505,              0.0097505
                    129,                 1.8575,                  2.599,                 1.1045,                0.91288,                 0.3155,                0.16885,                0.15545,                0.06245,                0.20902,                0.12105,                0.08687,                0.02498,                 2.7409,                 3.3996,                 2.1341,                   1.09,              0.0097485,              0.0097485,              0.0097485
                    130,                 1.8758,                 2.6871,                 1.1231,                0.90972,                0.33355,                0.16345,                0.15034,                0.06187,                0.19977,                0.11642,                0.08562,                0.02547,                 2.7069,                 3.4151,                 2.0909,                  1.082,              0.0097466,              0.0097466,              0.0097466
                    131,                 1.8291,                 2.6643,                 1.0831,                0.92552,                0.35691,                0.16731,                0.16206,                0.06977,                0.25981,                0.12413,                0.09687,                0.02853,                 2.6191,                 3.3878,                 2.0751,                 1.0715,              0.0097446,              0.0097446,              0.0097446
                    132,                 1.8386,                 2.6646,                 1.0926,                0.92237,                0.33267,                0.16758,                0.16367,                 0.0696,                 0.2557,                0.11411,                0.10208,                 0.0281,                 2.6235,                 3.3649,                 2.1042,                 1.0739,              0.0097426,              0.0097426,              0.0097426
                    133,                 1.8282,                 2.6151,                 1.0845,                 0.9122,                 0.3304,                0.16191,                0.15469,                0.06534,                0.25279,                0.10332,                0.08568,                 0.0247,                 2.6406,                 3.3725,                 2.1124,                 1.0798,              0.0097406,              0.0097406,              0.0097406
                    134,                 1.8231,                  2.564,                  1.081,                0.91208,                0.32651,                0.16191,                0.15243,                0.06249,                0.20453,                0.11796,                0.08913,                0.02606,                 2.6725,                 3.4989,                 2.1869,                 1.0936,              0.0097386,              0.0097386,              0.0097386
                    135,                 1.7894,                 2.6419,                 1.0562,                0.91745,                0.32135,                0.16114,                0.14709,                 0.0627,                0.21181,                0.11334,                0.08275,                0.02415,                 2.6902,                 3.4608,                 2.1526,                 1.0823,              0.0097367,              0.0097367,              0.0097367
                    136,                 1.8275,                 2.6461,                 1.0497,                0.91515,                0.32172,                0.15806,                0.14767,                0.06304,                0.21814,                0.10717,                0.08043,                0.02419,                 2.6772,                 3.4366,                 2.1582,                 1.0804,              0.0097347,              0.0097347,              0.0097347
                    137,                 1.7879,                   2.62,                 1.0515,                0.90305,                0.30518,                0.15497,                 0.1417,                0.06134,                0.22285,                0.11257,                 0.0832,                0.02337,                 2.6782,                 3.4573,                 2.2178,                 1.0831,              0.0097327,              0.0097327,              0.0097327
                    138,                 1.8828,                 2.6887,                 1.1037,                0.91939,                0.29759,                0.15222,                0.13977,                0.06011,                 0.2334,                0.10871,                0.08338,                0.02654,                 2.6421,                 3.5333,                 2.1943,                 1.0832,              0.0097307,              0.0097307,              0.0097307
                    139,                 1.8384,                 2.6028,                 1.1014,                0.92357,                0.34282,                0.13801,                0.12568,                0.05221,                0.23619,                0.08867,                0.07108,                0.02056,                 2.7451,                 3.6131,                 2.2803,                 1.0982,              0.0097287,              0.0097287,              0.0097287
                    140,                 1.8294,                 2.6602,                  1.101,                0.90963,                0.41528,                0.13801,                0.13749,                0.05648,                0.23262,                0.09792,                0.07809,                0.02275,                  2.646,                 3.5669,                 2.2978,                 1.0912,              0.0097268,              0.0097268,              0.0097268
                    141,                 1.8088,                 2.6153,                 1.0626,                0.90941,                0.33679,                0.14187,                0.13609,                0.05713,                0.23151,                0.10023,                0.07629,                0.02277,                 2.6919,                 3.5602,                 2.3473,                 1.0854,              0.0097248,              0.0097248,              0.0097248
                    142,                 1.8292,                 2.5662,                 1.0576,                0.90602,                0.31164,                0.15044,                0.14405,                0.06028,                0.20092,                0.10177,                0.07882,                0.02336,                 2.6811,                 3.5048,                 2.2246,                 1.0843,              0.0097228,              0.0097228,              0.0097228
                    143,                 1.8284,                 2.5535,                 1.0462,                0.91672,                0.32067,                0.15574,                0.14743,                0.06475,                0.27122,                0.12567,                0.10864,                0.03256,                   2.58,                 3.4621,                 2.1444,                 1.0608,              0.0097208,              0.0097208,              0.0097208
                    144,                 1.7987,                 2.4827,                 1.0311,                0.90486,                0.35168,                0.15266,                0.15143,                0.06532,                 0.2598,                0.09792,                0.08331,                0.02811,                 2.6499,                 3.4492,                 2.2601,                 1.0638,              0.0097188,              0.0097188,              0.0097188
                    145,                 1.8083,                 2.5673,                 1.0689,                0.91654,                0.34594,                0.15729,                0.15593,                 0.0688,                0.23845,                0.10563,                0.08653,                 0.0256,                 2.5894,                 3.4239,                 2.1867,                 1.0595,              0.0097169,              0.0097169,              0.0097169
                    146,                 1.8474,                 2.6133,                 1.0852,                0.91725,                0.35445,                0.16002,                0.15829,                0.07038,                0.21853,                0.11874,                0.08947,                0.02746,                 2.5554,                 3.3709,                  2.101,                 1.0729,              0.0097149,              0.0097149,              0.0097149
                    147,                 1.8369,                 2.5346,                 1.0765,                0.90555,                0.38516,                0.15497,                0.15986,                0.07025,                0.21362,                 0.1064,                0.08535,                0.02767,                 2.6008,                 3.3269,                 2.1527,                 1.0719,              0.0097129,              0.0097129,              0.0097129
                    148,                 1.7375,                 2.5466,                 1.0233,                0.90866,                0.37347,                 0.1542,                0.16272,                0.07158,                0.21148,                0.11103,                0.09021,                0.02596,                 2.5819,                 3.2971,                 2.1211,                 1.0708,              0.0097109,              0.0097109,              0.0097109
                    149,                 1.8066,                 2.4793,                 1.0298,                 0.8952,                0.41861,                0.14726,                0.15901,                0.06611,                0.26738,                0.09406,                0.08058,                0.02099,                 2.6536,                  3.326,                 2.1228,                  1.076,              0.0097089,              0.0097089,              0.0097089
                    150,                 1.7774,                 2.5158,                 1.0285,                0.92005,                0.35268,                0.16191,                0.15347,                0.06551,                0.21877,                 0.1118,                 0.0847,                0.02561,                 2.5684,                 3.3803,                  2.085,                 1.0689,               0.009707,               0.009707,               0.009707
                    151,                 1.7537,                 2.5518,                 1.0353,                0.90473,                 0.3191,                0.16037,                0.15338,                0.06813,                0.26386,                0.12259,                0.09732,                0.02826,                 2.5539,                 3.3436,                 2.1068,                 1.0596,               0.009705,               0.009705,               0.009705
                    152,                 1.7767,                 2.4884,                 1.0312,                0.90318,                0.30126,                0.15574,                0.14772,                 0.0624,                0.22135,                0.11719,                0.09716,                0.02747,                  2.608,                 3.4079,                 2.1176,                 1.0728,               0.009703,               0.009703,               0.009703
                    153,                 1.7953,                  2.488,                 1.0365,                0.89185,                0.33517,                0.15189,                  0.147,                0.06371,                 0.2436,                0.11796,                0.10018,                0.02796,                 2.6519,                  3.419,                 2.1526,                 1.0758,               0.009701,               0.009701,               0.009701
                    154,                 1.7918,                 2.6179,                 1.0475,                0.90221,                0.34532,                0.14264,                0.14674,                0.06379,                 0.2637,                0.11103,                0.09981,                0.02733,                 2.6591,                 3.4459,                 2.1751,                 1.0727,               0.009699,               0.009699,               0.009699
                    155,                 1.7631,                 2.5177,                 1.0173,                 0.9107,                0.36733,                 0.1596,                0.15809,                0.07028,                0.26938,                0.12336,                0.10514,                0.03061,                 2.5598,                 3.4234,                 2.1064,                 1.0632,              0.0096971,              0.0096971,              0.0096971
                    156,                 1.8137,                 2.5143,                 1.0505,                0.89156,                0.34881,                0.16114,                0.15546,                0.06872,                0.25158,                0.11874,                0.09424,                0.02708,                 2.6002,                 3.3506,                   2.06,                 1.0656,              0.0096951,              0.0096951,              0.0096951
                    157,                 1.7874,                 2.4939,                 1.0197,                 0.9016,                0.32613,                 0.1596,                0.15545,                0.06917,                0.22793,                0.11257,                0.09283,                0.02834,                 2.5905,                 3.3137,                 2.0425,                 1.0611,              0.0096931,              0.0096931,              0.0096931
                    158,                 1.6948,                 2.5074,                 1.0021,                0.90099,                0.31345,                0.17271,                0.15543,                0.06807,                0.23773,                0.12413,                0.09471,                0.02802,                 2.5987,                 3.2659,                 2.0514,                 1.0551,              0.0096911,              0.0096911,              0.0096911
                    159,                 1.7826,                 2.5106,                 1.0439,                0.89386,                0.29293,                  0.165,                0.14988,                0.06742,                0.26595,                0.11796,                0.09824,                0.03197,                 2.6211,                 3.3426,                 2.0779,                 1.0622,              0.0096891,              0.0096891,              0.0096891
                    160,                 1.7919,                 2.5757,                 1.0533,                0.91016,                0.31103,                0.15112,                0.14032,                0.05783,                0.27872,                0.10409,                0.09332,                0.02619,                 2.7412,                 3.4473,                 2.1925,                 1.0775,              0.0096872,              0.0096872,              0.0096872
                    161,                 1.7692,                 2.5308,                 1.0652,                0.90257,                0.33867,                0.14649,                0.14224,                0.05785,                  0.286,                0.10409,                0.09544,                0.02813,                 2.7287,                 3.4049,                 2.1516,                 1.0782,              0.0096852,              0.0096852,              0.0096852
                    162,                 1.7678,                 2.4952,                 1.0149,                 0.8964,                0.32198,                0.15266,                0.14024,                0.05388,                0.24558,                0.10871,                0.09143,                0.02573,                 2.7767,                 3.3971,                 2.1138,                 1.0808,              0.0096832,              0.0096832,              0.0096832
                    163,                 1.6906,                 2.4973,                0.97435,                0.89745,                0.38071,                0.15652,                0.15555,                0.06689,                0.27569,                0.11334,                0.09893,                0.03129,                 2.6312,                 3.3895,                 2.1194,                 1.0708,              0.0096812,              0.0096812,              0.0096812
                    164,                 1.7698,                 2.4396,                 1.0335,                0.88979,                0.43994,                0.13955,                0.15362,                0.06118,                 0.3212,                 0.1064,                0.09524,                0.02977,                 2.6917,                   3.41,                 2.1765,                 1.0821,              0.0096792,              0.0096792,              0.0096792
                    165,                 1.7566,                 2.4702,                 1.0167,                0.89862,                   0.35,                0.14032,                0.14884,                0.06064,                0.28497,                0.11334,                0.09941,                0.02777,                 2.7128,                 3.4259,                 2.1911,                 1.0838,              0.0096773,              0.0096773,              0.0096773
                    166,                 1.7506,                 2.5522,                0.99744,                0.90695,                0.36357,                0.14187,                0.14494,                 0.0597,                0.29598,                0.09483,                0.08617,                0.02441,                 2.7279,                 3.4793,                  2.171,                 1.0871,              0.0096753,              0.0096753,              0.0096753
                    167,                 1.6583,                   2.52,                0.95432,                0.90086,                0.40451,                0.14572,                0.15397,                0.06326,                0.22074,                0.10409,                0.08088,                0.02469,                 2.7295,                 3.5223,                 2.1357,                 1.0817,              0.0096733,              0.0096733,              0.0096733
                    168,                  1.664,                 2.4268,                0.97978,                0.89111,                0.40802,                0.15035,                0.15537,                0.06451,                0.21337,                0.11025,                0.08108,                 0.0249,                 2.7189,                 3.4555,                 2.1119,                   1.08,              0.0096713,              0.0096713,              0.0096713
                    169,                 1.8672,                 2.5633,                 1.0684,                0.90379,                0.37893,                0.15497,                0.15718,                0.06863,                0.26681,                0.10871,                0.09106,                0.02787,                 2.6705,                 3.4411,                 2.0987,                 1.0695,              0.0096693,              0.0096693,              0.0096693
                    170,                  1.711,                  2.427,                0.99557,                0.90182,                0.38861,                0.16037,                0.16014,                 0.0701,                0.24518,                0.11874,                 0.0941,                0.03377,                 2.6154,                 3.4715,                 2.0572,                 1.0691,              0.0096674,              0.0096674,              0.0096674
                    171,                 1.7077,                  2.564,                0.95922,                0.90578,                0.40906,                0.14572,                0.15938,                 0.0705,                 0.2291,                0.10254,                0.08572,                0.02781,                 2.6437,                 3.4785,                 2.0808,                 1.0797,              0.0096654,              0.0096654,              0.0096654
                    172,                  1.688,                 2.4015,                0.94006,                0.89234,                 0.4048,                0.15574,                0.16529,                0.07368,                0.31972,                 0.1064,                 0.0997,                0.03342,                 2.5887,                 3.4412,                 2.1091,                 1.0594,              0.0096634,              0.0096634,              0.0096634
                    173,                 1.7191,                 2.3849,                0.96763,                0.89995,                 0.4247,                0.15497,                0.16719,                 0.0757,                 0.3447,                0.11334,                0.10485,                0.03339,                 2.5777,                 3.4366,                 2.1742,                 1.0644,              0.0096614,              0.0096614,              0.0096614
                    174,                 1.7706,                  2.586,                 1.0142,                 0.8875,                 0.3771,                0.15729,                 0.1612,                0.07143,                0.26593,                0.10409,                0.08903,                0.02947,                 2.5676,                 3.4305,                 2.2336,                 1.0714,              0.0096594,              0.0096594,              0.0096594
                    175,                 1.6749,                  2.422,                0.95879,                0.89654,                 0.3971,                0.16037,                0.16455,                0.07441,                0.26312,                0.12105,                0.10231,                0.03497,                  2.525,                 3.4045,                 2.1723,                 1.0546,              0.0096575,              0.0096575,              0.0096575
                    176,                 1.7365,                 2.4995,                0.98204,                  0.896,                0.37761,                 0.1596,                0.15754,                0.07017,                0.24183,                0.10717,                0.09267,                0.02831,                 2.5577,                 3.4049,                 2.1867,                 1.0724,              0.0096555,              0.0096555,              0.0096555
                    177,                 1.6422,                 2.3883,                0.93061,                0.88972,                 0.3883,                0.15806,                 0.1583,                0.07343,                0.25599,                0.10563,                0.09405,                0.02855,                 2.5175,                 3.3593,                 2.1801,                 1.0666,              0.0096535,              0.0096535,              0.0096535
                    178,                 1.6439,                 2.3905,                0.94489,                0.88521,                0.35851,                0.16731,                0.16254,                0.07645,                0.25842,                0.12876,                0.10583,                0.03323,                 2.4952,                 3.3395,                 2.1433,                 1.0539,              0.0096515,              0.0096515,              0.0096515
                    179,                  1.719,                 2.4924,                0.99336,                0.88918,                0.41366,                0.16114,                0.16682,                0.07617,                0.32832,                0.11565,                0.10694,                0.03415,                 2.5233,                 3.3078,                  2.129,                 1.0625,              0.0096495,              0.0096495,              0.0096495
                    180,                 1.7002,                 2.4391,                0.96539,                0.88146,                0.42663,                0.16752,                0.17345,                0.07824,                0.31004,                0.11364,                0.10254,                0.03218,                 2.5026,                 3.3124,                 2.0812,                 1.0513,              0.0096476,              0.0096476,              0.0096476
                    181,                 1.7142,                 2.4406,                0.97667,                0.89109,                0.40746,                0.16808,                0.17241,                 0.0766,                0.30717,                0.11488,                0.10605,                0.03105,                 2.4972,                 3.3554,                 2.1154,                 1.0512,              0.0096456,              0.0096456,              0.0096456
                    182,                 1.6863,                 2.4308,                 0.9782,                 0.8819,                0.38365,                0.16037,                0.16559,                0.07056,                0.27164,                0.11565,                0.10413,                0.03106,                 2.5675,                 3.4163,                 2.2245,                 1.0637,              0.0096436,              0.0096436,              0.0096436
                    183,                  1.696,                 2.5448,                0.98741,                 0.8991,                0.40958,                0.15343,                0.16427,                 0.0707,                0.28403,                 0.1064,                0.09921,                0.02993,                 2.5619,                 3.4253,                 2.1656,                 1.0673,              0.0096416,              0.0096416,              0.0096416
                    184,                 1.7603,                 2.4356,                0.98163,                  0.901,                0.35982,                0.16114,                0.15789,                0.07191,                  0.273,                 0.1249,                0.10454,                0.03112,                 2.5579,                 3.4727,                 2.1472,                 1.0653,              0.0096396,              0.0096396,              0.0096396
                    185,                 1.6884,                 2.4163,                0.95288,                0.88904,                0.35447,                0.15112,                0.15091,                0.06875,                0.24482,                0.11874,                0.09925,                0.02926,                 2.5995,                 3.5154,                 2.1253,                 1.0669,              0.0096377,              0.0096377,              0.0096377
                    186,                 1.6759,                 2.4447,                0.94698,                0.89089,                0.35838,                0.15112,                0.14832,                 0.0633,                0.27127,                0.11334,                0.09264,                0.02746,                 2.6548,                 3.5999,                 2.0837,                 1.0704,              0.0096357,              0.0096357,              0.0096357
                    187,                  1.707,                 2.4307,                0.96705,                0.88904,                  0.345,                0.16731,                0.16691,                0.06855,                0.33714,                0.11176,                0.09571,                 0.0304,                 2.6147,                 3.4397,                 2.0864,                 1.0673,              0.0096337,              0.0096337,              0.0096337
                    188,                 1.6516,                 2.3739,                0.93292,                0.88553,                0.40462,                 0.1596,                0.16329,                0.06981,                0.28223,                0.12722,                0.10205,                0.03146,                 2.6222,                 3.4622,                 2.1207,                 1.0688,              0.0096317,              0.0096317,              0.0096317
                    189,                  1.773,                  2.412,                0.98599,                0.88281,                0.36166,                0.16037,                0.15694,                0.06722,                0.27844,                0.11411,                0.09905,                0.03065,                  2.647,                 3.4134,                 2.1609,                 1.0733,              0.0096297,              0.0096297,              0.0096297
                    190,                 1.6904,                 2.4271,                0.94048,                0.88224,                0.36791,                0.14803,                0.14862,                0.06511,                0.25131,                0.10794,                0.08898,                0.02804,                 2.6393,                 3.4288,                 2.2242,                 1.0699,              0.0096278,              0.0096278,              0.0096278
                    191,                 1.6498,                 2.3718,                 0.9348,                   0.89,                0.38974,                0.16299,                0.16221,                 0.0706,                0.25708,                0.10794,                0.09292,                0.02878,                 2.6284,                 3.3986,                 2.2229,                  1.069,              0.0096258,              0.0096258,              0.0096258
                    192,                 1.6365,                 2.3406,                0.92682,                0.88177,                  0.382,                0.16962,                0.16753,                0.07104,                0.25872,                0.11488,                0.09298,                0.02809,                 2.6317,                 3.3614,                 2.1206,                 1.0635,              0.0096238,              0.0096238,              0.0096238
                    193,                 1.7334,                 2.4399,                0.97349,                0.88854,                0.37342,                0.16731,                  0.164,                0.07141,                0.26677,                 0.1249,                0.10638,                0.03207,                  2.607,                 3.3958,                 2.0967,                 1.0654,              0.0096218,              0.0096218,              0.0096218
                    194,                  1.631,                 2.3629,                0.92626,                0.88231,                 0.3662,                0.16114,                0.16421,                0.07074,                0.27159,                0.11951,                0.09983,                0.02873,                 2.5821,                 3.3757,                 2.0834,                 1.0616,              0.0096198,              0.0096198,              0.0096198
                    195,                 1.6303,                 2.3673,                0.92229,                0.88738,                  0.352,                0.16191,                0.16382,                0.07377,                0.25981,                0.11951,                0.10234,                0.03139,                 2.5302,                 3.3462,                 2.1365,                 1.0649,              0.0096179,              0.0096179,              0.0096179
                    196,                 1.6527,                 2.3439,                0.92861,                0.88535,                0.30904,                0.16345,                0.15971,                0.07166,                0.25999,                0.12105,                0.10512,                0.03146,                 2.5162,                 3.3575,                 2.2291,                 1.0703,              0.0096159,              0.0096159,              0.0096159
                    197,                 1.6405,                 2.3271,                0.91528,                0.88832,                0.31769,                0.15112,                0.15893,                0.07072,                 0.2334,                0.11103,                0.09917,                0.03066,                  2.557,                  3.293,                 2.2702,                 1.0613,              0.0096139,              0.0096139,              0.0096139
                    198,                 1.7042,                 2.3697,                0.94876,                0.88224,                0.36681,                0.15112,                0.15808,                0.07323,                0.27917,                0.11411,                 0.1032,                0.03344,                  2.503,                 3.2832,                 2.2515,                 1.0586,              0.0096119,              0.0096119,              0.0096119
                    199,                 1.6817,                 2.3726,                0.94441,                0.88171,                0.44704,                0.13107,                0.14867,                0.06445,                0.32138,                0.10794,                0.09896,                0.03388,                 2.5657,                 3.4065,                 2.2357,                 1.0619,              0.0096099,              0.0096099,              0.0096099
                    200,                 1.6678,                 2.3826,                0.92238,                0.88015,                 0.3214,                 0.1596,                 0.1545,                0.06655,                0.21744,                0.10948,                0.08397,                0.02565,                 2.6292,                 3.4383,                 2.1769,                 1.0767,               0.009608,               0.009608,               0.009608
                    201,                 1.7227,                   2.38,                0.93317,                0.88609,                0.35195,                0.14803,                0.15209,                0.06349,                0.22449,                0.09686,                 0.0813,                0.02523,                 2.6517,                 3.4023,                 2.1653,                 1.0709,               0.009606,               0.009606,               0.009606
                    202,                 1.6185,                 2.2081,                0.88952,                0.87627,                0.40654,                0.15687,                0.16338,                0.07307,                0.30373,                0.11334,                0.10163,                0.03037,                 2.5001,                 3.3324,                 2.1448,                 1.0521,               0.009604,               0.009604,               0.009604
                    203,                 1.5886,                 2.3365,                0.87181,                 0.8847,                0.40158,                0.16345,                 0.1642,                 0.0721,                0.30607,                0.12582,                0.11134,                 0.0328,                 2.5357,                 3.3576,                 2.1049,                 1.0557,               0.009602,               0.009602,               0.009602
                    204,                 1.6809,                 2.4075,                0.92633,                0.88133,                0.44379,                0.16117,                0.16815,                0.07297,                0.33813,                0.12413,                0.10954,                0.03086,                 2.5534,                 3.3999,                 2.1308,                  1.057,                 0.0096,                 0.0096,                 0.0096
                    205,                 1.5856,                 2.3258,                0.87273,                0.87929,                0.38754,                  0.165,                0.16335,                0.06916,                0.34104,                 0.1249,                0.10832,                 0.0314,                 2.5872,                  3.484,                 2.1574,                 1.0671,              0.0095981,              0.0095981,              0.0095981
                    206,                 1.5722,                 2.3343,                0.89746,                0.87431,                0.39442,                0.14726,                0.15288,                0.06626,                 0.2677,                0.11103,                0.09144,                0.02393,                  2.631,                 3.4605,                 2.3222,                 1.0826,              0.0095961,              0.0095961,              0.0095961
                    207,                 1.6589,                 2.3946,                0.93688,                0.88028,                0.38971,                0.15164,                0.14832,                0.06415,                0.28761,                0.11642,                0.09817,                0.02823,                 2.6564,                 3.3994,                 2.3588,                 1.0891,              0.0095941,              0.0095941,              0.0095941
