                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    110,                 4.3824,                 3.2306,                 4.3017,                 1.3625,                0.00106,                0.01583,                0.00137,                0.00021,                0.00041,                0.00616,                 0.0003,                  8e-05,                 2.7515,                 1.3081,                 6.0982,                0.84949,              0.0097862,              0.0097862,              0.0097862
                    111,                 4.3581,                 3.2341,                 4.2221,                 1.3895,                0.00105,                0.01935,                0.00127,                0.00023,                0.00062,                0.01143,                0.00033,                  6e-05,                 2.7536,                 1.3117,                 7.8569,                 0.8776,              0.0097842,              0.0097842,              0.0097842
                    112,                 4.3743,                 3.3197,                 4.2206,                 1.3724,                0.00118,                0.01847,                0.00062,                0.00015,                0.00022,                0.00352,                0.00012,                  5e-05,                 2.7416,                 1.3094,                 7.3543,                 0.8643,              0.0097822,              0.0097822,              0.0097822
                    113,                 4.4152,                 3.2666,                 4.3131,                 1.3688,                0.00124,                0.01055,                0.00063,                0.00017,                0.00113,                0.00967,                0.00061,                  9e-05,                 2.7933,                 1.3101,                 4.0089,                0.86035,              0.0097802,              0.0097802,              0.0097802
                    114,                 4.3741,                 3.2723,                 4.2271,                  1.362,                0.00085,                0.01671,                0.00045,                0.00014,                0.00045,                 0.0088,                0.00029,                  7e-05,                 2.7736,                 1.3044,                 7.8514,                0.86846,              0.0097782,              0.0097782,              0.0097782
                    115,                 4.3729,                 3.3737,                 4.1938,                 1.3546,                 0.0019,                0.01319,                0.00118,                0.00021,                0.00063,                 0.0044,                0.00035,                  5e-05,                  2.785,                 1.3094,                 3.5601,                 0.8535,              0.0097763,              0.0097763,              0.0097763
                    116,                   4.38,                 3.3143,                 4.2667,                 1.3703,                0.00123,                0.02111,                0.00067,                0.00014,                0.00041,                0.00704,                0.00021,                  5e-05,                 2.7358,                    1.3,                 6.4326,                0.87135,              0.0097743,              0.0097743,              0.0097743
                    117,                 4.3446,                 3.2935,                 4.3727,                  1.406,                 0.0012,                0.01583,                 0.0016,                0.00025,                0.00087,                0.01143,                0.00044,                  7e-05,                 2.7377,                 1.3108,                 4.7552,                 0.8534,              0.0097723,              0.0097723,              0.0097723
                    118,                 4.3603,                 3.2956,                 4.1919,                 1.3736,                0.00135,                0.02023,                0.00071,                0.00018,                0.00047,                0.00704,                0.00024,                  7e-05,                 2.7397,                 1.3067,                 5.3946,                0.86256,              0.0097703,              0.0097703,              0.0097703
                    119,                 4.3832,                 3.4449,                 4.1536,                 1.3693,                0.00132,                0.02111,                0.00086,                0.00018,                0.00055,                 0.0088,                0.00028,                0.00011,                 2.7548,                 1.3025,                 7.2832,                0.86314,              0.0097683,              0.0097683,              0.0097683
                    120,                 4.3506,                 3.3894,                 4.2493,                 1.3533,                0.00132,                0.01759,                0.00079,                0.00018,                0.00105,                0.01407,                0.00055,                0.00013,                 2.7409,                 1.3127,                 5.1096,                0.85959,              0.0097664,              0.0097664,              0.0097664
                    121,                 4.3745,                  3.406,                 4.2133,                 1.3624,                0.00159,                0.02023,                0.00082,                0.00021,                0.00118,                0.01495,                 0.0006,                0.00016,                 2.7278,                 1.3015,                 4.4628,                0.84997,              0.0097644,              0.0097644,              0.0097644
                    122,                  4.331,                 3.4297,                  4.303,                  1.323,                0.00215,                0.01847,                0.00275,                0.00058,                0.00072,                0.00616,                0.00071,                0.00021,                 2.7506,                 1.3013,                 4.5307,                  0.859,              0.0097624,              0.0097624,              0.0097624
                    123,                 4.3836,                  3.384,                 4.2865,                 1.3769,                0.00121,                0.00616,                0.00061,                0.00017,                0.00052,                0.00264,                0.00026,                  8e-05,                 2.7396,                 1.3023,                 3.2231,                0.85129,              0.0097604,              0.0097604,              0.0097604
                    124,                 4.3467,                 3.2896,                 4.3428,                 1.3548,                0.00122,                0.01583,                0.00065,                0.00016,                0.00075,                0.00967,                0.00038,                  7e-05,                  2.765,                 1.3118,                 5.0869,                 0.8587,              0.0097584,              0.0097584,              0.0097584
                    125,                 4.3549,                  3.355,                 4.2091,                 1.3665,                0.00098,                0.02111,                0.00052,                0.00014,                0.00061,                0.01319,                0.00033,                  6e-05,                 2.7758,                 1.2941,                 9.1433,                0.86887,              0.0097565,              0.0097565,              0.0097565
                    126,                  4.362,                 3.3617,                 4.1756,                 1.3553,                 0.0017,                0.02551,                0.00143,                0.00024,                0.00106,                0.01583,                0.00058,                 0.0001,                 2.7408,                  1.287,                 5.2289,                0.86296,              0.0097545,              0.0097545,              0.0097545
                    127,                 4.3542,                 3.2974,                 4.2484,                 1.3856,                0.00183,                0.02639,                0.00102,                0.00022,                0.00079,                0.01143,                0.00041,                  9e-05,                 2.6937,                0.95678,                 7.2737,                 1.0283,              0.0097525,              0.0097525,              0.0097525
                    128,                 4.3599,                 3.3258,                 4.2332,                 1.3598,                0.00145,                0.02199,                0.00076,                0.00016,                0.00098,                0.01495,                0.00053,                0.00015,                 2.7156,                 1.2938,                 6.0777,                0.85562,              0.0097505,              0.0097505,              0.0097505
                    129,                 4.2944,                 3.3657,                 4.0976,                 1.3795,                0.00168,                0.02639,                0.00097,                0.00029,                0.00101,                0.01583,                0.00053,                0.00016,                 2.7121,                  1.295,                 6.5178,                0.87005,              0.0097485,              0.0097485,              0.0097485
                    130,                 4.3532,                 3.2853,                 4.1692,                 1.3767,                 0.0022,                 0.0299,                0.00119,                0.00028,                0.00078,                0.01055,                 0.0004,                  7e-05,                 2.7321,                 1.3077,                 5.8212,                0.84922,              0.0097466,              0.0097466,              0.0097466
                    131,                 4.3474,                  3.363,                  4.237,                 1.3485,                0.00171,                0.02287,                 0.0009,                0.00021,                0.00125,                0.01671,                0.00069,                0.00014,                 2.7605,                 1.2988,                 5.2026,                0.85313,              0.0097446,              0.0097446,              0.0097446
                    132,                 4.3546,                 3.2908,                  4.184,                  1.363,                0.00229,                0.03166,                0.00126,                0.00029,                0.00121,                0.01671,                0.00062,                0.00016,                  2.763,                 1.2382,                 5.0168,                0.89828,              0.0097426,              0.0097426,              0.0097426
                    133,                 4.3606,                 3.3699,                 4.1763,                 1.3803,                0.00137,                0.02199,                 0.0008,                0.00018,                0.00066,                0.01055,                0.00039,                  6e-05,                 2.7534,                 1.2951,                 6.5045,                0.87377,              0.0097406,              0.0097406,              0.0097406
                    134,                 4.2875,                 3.2182,                 4.1734,                 1.3623,                0.00157,                0.02023,                0.00092,                0.00021,                0.00095,                0.01231,                0.00048,                 0.0001,                 2.7285,                 1.2417,                 7.1458,                0.90967,              0.0097386,              0.0097386,              0.0097386
                    135,                 4.3665,                 3.4105,                 4.3172,                 1.4084,                0.00091,                0.02287,                0.00049,                0.00013,                0.00032,                0.00792,                0.00016,                  3e-05,                 2.7245,                 1.2999,                 12.435,                0.89622,              0.0097367,              0.0097367,              0.0097367
                    136,                 4.3239,                 3.2118,                 4.3085,                 1.3608,                0.00144,                0.02287,                0.00129,                0.00023,                  0.001,                0.01583,                0.00054,                  7e-05,                 2.7516,                 1.2089,                 6.5096,                0.87745,              0.0097347,              0.0097347,              0.0097347
                    137,                 4.2881,                 3.2654,                  4.291,                 1.3592,                0.00182,                0.02375,                0.00094,                0.00023,                0.00115,                0.01495,                0.00062,                0.00015,                 2.7208,                 1.2862,                 4.6135,                0.87241,              0.0097327,              0.0097327,              0.0097327
                    138,                 4.3398,                 3.3516,                 4.1655,                 1.3597,                0.00174,                0.02639,                0.00096,                0.00021,                0.00029,                 0.0044,                0.00015,                  7e-05,                 2.7317,                 1.2638,                 5.9064,                0.86492,              0.0097307,              0.0097307,              0.0097307
                    139,                 4.3443,                 3.4127,                 4.2976,                 1.3608,                0.00114,                0.01935,                0.00061,                0.00014,                0.00067,                0.01143,                0.00035,                0.00013,                  2.746,                 1.2998,                 6.4309,                0.86371,              0.0097287,              0.0097287,              0.0097287
                    140,                 4.3297,                 3.3497,                 4.1785,                 1.3698,                0.00115,                0.02023,                0.00064,                0.00017,                 0.0008,                0.01407,                0.00042,                0.00012,                 2.7491,                 1.2828,                 8.3591,                0.87927,              0.0097268,              0.0097268,              0.0097268
                    141,                 4.3234,                 3.3216,                 4.1966,                 1.3624,                0.00154,                0.02375,                0.00094,                0.00024,                0.00057,                 0.0088,                0.00031,                  9e-05,                  2.713,                  1.301,                 5.8048,                0.86388,              0.0097248,              0.0097248,              0.0097248
                    142,                   4.33,                 3.2546,                 4.2508,                 1.3937,                0.00113,                0.01847,                 0.0006,                0.00015,                0.00102,                0.01671,                0.00055,                0.00018,                 2.7295,                 1.2993,                  6.968,                0.88332,              0.0097228,              0.0097228,              0.0097228
                    143,                 4.3233,                 3.3663,                 4.1892,                 1.3801,                0.00152,                0.02726,                0.00083,                0.00022,                0.00084,                0.01495,                0.00047,                0.00014,                 2.7376,                 1.3034,                 7.2401,                0.87618,              0.0097208,              0.0097208,              0.0097208
                    144,                 4.3354,                  3.332,                 4.2208,                 1.3709,                0.00193,                0.02814,                 0.0011,                0.00029,                0.00133,                0.01935,                0.00086,                0.00022,                 2.7443,                 1.2851,                 7.1501,                 0.8635,              0.0097188,              0.0097188,              0.0097188
                    145,                 4.3151,                 3.2811,                 4.1803,                  1.374,                0.00158,                0.01847,                0.00082,                0.00022,                0.00121,                0.01407,                0.00062,                0.00016,                 2.7614,                 1.2875,                 4.5063,                0.85661,              0.0097169,              0.0097169,              0.0097169
                    146,                 4.3301,                 3.3214,                 4.2106,                 1.3589,                0.00265,                0.02463,                0.00137,                0.00033,                0.00095,                 0.0088,                 0.0005,                  9e-05,                 2.7219,                 1.2848,                   4.24,                0.84572,              0.0097149,              0.0097149,              0.0097149
                    147,                 4.2894,                 3.2843,                 4.1322,                 1.3708,                0.00158,                0.02814,                0.00094,                0.00023,                0.00069,                0.01231,                0.00036,                0.00012,                 2.7263,                 1.2917,                 6.6879,                0.86705,              0.0097129,              0.0097129,              0.0097129
                    148,                 4.2832,                 3.3363,                 4.2957,                 1.3828,                 0.0016,                0.02463,                0.00083,                0.00018,                0.00125,                0.01935,                0.00079,                0.00018,                  2.722,                 1.2452,                 5.2423,                0.87946,              0.0097109,              0.0097109,              0.0097109
                    149,                 4.2873,                  3.357,                 4.2153,                 1.3738,                0.00169,                0.02726,                0.00107,                0.00033,                0.00071,                0.01143,                0.00037,                  8e-05,                 2.7335,                 1.2423,                 6.5634,                0.96596,              0.0097089,              0.0097089,              0.0097089
                    150,                 4.2812,                 3.3599,                 4.2293,                 1.3535,                0.00191,                0.02023,                0.00105,                0.00027,                0.00075,                0.00792,                0.00039,                  7e-05,                 2.7456,                 1.2872,                 4.2623,                0.85676,               0.009707,               0.009707,               0.009707
                    151,                 4.2843,                 3.2913,                 4.2548,                 1.3528,                0.00184,                0.02639,                0.00168,                0.00038,                0.00116,                0.01671,                0.00083,                0.00015,                 2.7282,                 1.2863,                 5.4708,                0.86595,               0.009705,               0.009705,               0.009705
                    152,                 4.2306,                 3.2904,                 4.2398,                 1.3676,                0.00131,                0.02463,                0.00072,                0.00017,                0.00094,                0.01759,                0.00051,                0.00012,                 2.7285,                 1.2822,                 7.4373,                0.87219,               0.009703,               0.009703,               0.009703
                    153,                 4.3199,                 3.3038,                  4.251,                 1.3546,                0.00186,                0.03166,                 0.0011,                0.00029,                0.00114,                0.01935,                 0.0006,                0.00014,                  2.705,                 1.2854,                 6.2276,                 0.8779,               0.009701,               0.009701,               0.009701
                    154,                 4.2834,                 3.3027,                 4.1219,                 1.3542,                0.00161,                0.02463,                0.00102,                 0.0003,                0.00075,                0.01143,                0.00042,                0.00012,                 2.7225,                 1.3013,                   5.69,                0.86426,               0.009699,               0.009699,               0.009699
                    155,                 4.3056,                 3.3082,                 4.1217,                 1.3697,                0.00139,                0.02814,                0.00078,                0.00019,                  0.001,                0.02023,                0.00059,                0.00022,                 2.6912,                 1.2768,                 10.145,                0.86424,              0.0096971,              0.0096971,              0.0096971
                    156,                 4.2984,                 3.3071,                 4.2107,                 1.3587,                0.00143,                0.02375,                0.00577,                0.00097,                0.00069,                0.01143,                 0.0004,                0.00012,                 2.7174,                 1.2925,                 6.1009,                0.85726,              0.0096951,              0.0096951,              0.0096951
                    157,                 4.2315,                  3.289,                 4.2075,                 1.3712,                0.00242,                0.03342,                0.00167,                0.00034,                0.00076,                0.01055,                 0.0004,                  9e-05,                 2.7118,                 1.2893,                  4.747,                0.88122,              0.0096931,              0.0096931,              0.0096931
                    158,                 4.2845,                 3.1981,                 4.3151,                 1.3661,                0.00176,                0.02902,                0.00092,                0.00025,                 0.0008,                0.01319,                0.00051,                 0.0001,                 2.7588,                 1.2896,                 5.7188,                0.88423,              0.0096911,              0.0096911,              0.0096911
                    159,                 4.2466,                  3.353,                 4.1967,                  1.346,                0.00169,                0.02814,                0.00093,                0.00023,                0.00084,                0.01407,                0.00043,                  9e-05,                 2.6939,                 1.2863,                   7.05,                0.84846,              0.0096891,              0.0096891,              0.0096891
                    160,                 4.2785,                 3.3453,                 4.2365,                 1.3683,                0.00194,                0.03166,                0.00108,                0.00023,                 0.0014,                0.02287,                0.00076,                0.00021,                 2.7544,                 1.3017,                 5.9762,                0.90465,              0.0096872,              0.0096872,              0.0096872
                    161,                 4.3025,                   3.26,                  4.124,                 1.3571,                0.00128,                0.02463,                0.00141,                0.00048,                0.00078,                0.01495,                0.00102,                0.00017,                 2.7711,                 1.2858,                 8.9337,                 0.8635,              0.0096852,              0.0096852,              0.0096852
                    162,                 4.2957,                 3.3466,                 4.0985,                 1.3505,                0.00235,                0.03342,                0.00164,                0.00041,                0.00148,                0.02111,                0.00079,                0.00028,                 2.7077,                 1.2753,                 5.9928,                0.85629,              0.0096832,              0.0096832,              0.0096832
                    163,                 4.2557,                 3.4173,                 4.1912,                 1.3355,                0.00198,                0.03606,                0.00131,                0.00034,                0.00092,                0.01671,                0.00048,                0.00018,                 2.7335,                 1.2729,                 7.1927,                0.85274,              0.0096812,              0.0096812,              0.0096812
                    164,                 4.3045,                 3.4298,                 4.0496,                 1.3585,                0.00196,                0.03518,                0.00166,                0.00046,                0.00103,                0.01847,                0.00056,                0.00014,                 2.7243,                 1.2738,                  7.248,                0.85866,              0.0096792,              0.0096792,              0.0096792
                    165,                 4.2761,                 3.2761,                 4.1165,                 1.3539,                0.00249,                0.03342,                0.00131,                0.00037,                0.00138,                0.01847,                0.00072,                0.00021,                 2.7223,                 1.2501,                 4.6302,                0.90988,              0.0096773,              0.0096773,              0.0096773
                    166,                 4.2522,                 3.3637,                  4.131,                 1.3594,                0.00181,                 0.0299,                0.00113,                0.00033,                0.00096,                0.01583,                0.00049,                0.00017,                 2.7376,                   1.29,                 7.0428,                 0.8566,              0.0096753,              0.0096753,              0.0096753
                    167,                 4.2844,                 3.2068,                  4.192,                 1.3486,                 0.0024,                0.03694,                0.00211,                0.00073,                0.00109,                0.01671,                 0.0006,                0.00018,                 2.7024,                 1.2779,                 6.1869,                 0.8564,              0.0096733,              0.0096733,              0.0096733
